=======================================
2026-02-02_14-13-20
=======================================
reading nasdaq-stock-nasdaq.json
CHACR: empty description,
CHACU: empty description,
CHAR: empty description,
CHARR: empty description,
CHEC: empty description,
CHECU: empty description,
CHPG: empty description,
COLA: empty description,
COLAR: empty description,
COLAU: empty description,
CRAC: empty description,
CRACR: empty description,
CRACU: empty description,
CRACW: empty description,
CRAN: empty description,
CRANR: empty description,
CRANU: empty description,
CRAQ: empty description,
CRAQR: empty description,
CUBWU: empty description,
DAAQ: empty description,
DAAQU: empty description,
DAAQW: empty description,
DMAA: empty description,
DMAAR: empty description,
DMII: empty description,
DMIIR: empty description,
DMIIU: empty description,
DNMX: empty description,
DNMXU: empty description,
DNMXW: empty description,
DRDB: empty description,
DRDBW: empty description,
DSAC: empty description,
DSACU: empty description,
DSACW: empty description,
DTSQ: empty description,
DTSQR: empty description,
DTSQU: empty description,
DYOR: empty description,
DYORU: empty description,
DYORW: empty description,
EMAT: empty description,
EMPD: empty description,
ESHA: empty description,
ESHAR: empty description,
ETHM: empty description,
ETHMU: empty description,
ETHMW: empty description,
EURK: empty description,
EVOX: empty description,
EVOXU: empty description,
EVOXW: empty description,
FACT: empty description,
FACTU: empty description,
FACTW: empty description,
FERA: empty description,
FERAR: empty description,
FGIIU: empty description,
FIGX: empty description,
FIGXU: empty description,
FIGXW: empty description,
FVN: empty description,
FVNNR: empty description,
GECCH: empty description,
GECCI: empty description,
GECCO: empty description,
GIG: empty description,
GIGGW: empty description,
GIW: empty description,
GIWWR: empty description,
GIXXU: empty description,
GPAC: empty description,
GPACU: empty description,
GPAT: empty description,
GPATW: empty description,
GSHR: empty description,
GSHRW: empty description,
GSRF: empty description,
GSRFR: empty description,
GSRFU: empty description,
GTEN: empty description,
GTERA: empty description,
GTERR: empty description,
GTERU: empty description,
GTERW: empty description,
HAVA: empty description,
HAVAR: empty description,
HCACR: empty description,
HLXC: empty description,
HSPT: empty description,
HSPTR: empty description,
HSPTU: empty description,
HVII: empty description,
HVIIR: empty description,
HVIIU: empty description,
HVMC: empty description,
IBAC: empty description,
IBACR: empty description,
IEAGU: empty description,
IGACR: empty description,
IMSRW: empty description,
INAC: empty description,
INACR: empty description,
INACU: empty description,
IPCX: empty description,
IPEX: empty description,
IPEXR: empty description,
IPOD: empty description,
IPODW: empty description,
IRHOU: empty description,
ITHA: empty description,
ITHAU: empty description,
ITHAW: empty description,
KBON: empty description,
KBONU: empty description,
KBONW: empty description,
KCHV: empty description,
KCHVR: empty description,
KCHVU: empty description,
KFII: empty description,
KFIIR: empty description,
KOYN: empty description,
KOYNU: empty description,
KOYNW: empty description,
KRAQU: empty description,
KTWOU: empty description,
KVAC: empty description,
KVACW: empty description,
LAFA: empty description,
LAFAU: empty description,
LATA: empty description,
LATAW: empty description,
LCCC: empty description,
LCCCR: empty description,
LCCCU: empty description,
LKSPU: empty description,
LOKV: empty description,
LOKVW: empty description,
LPAA: empty description,
LPAAW: empty description,
LPBBW: empty description,
LPCVU: empty description,
LWAC: empty description,
LWACU: empty description,
MACI: empty description,
MACIW: empty description,
MBAV: empty description,
MBAVW: empty description,
MBVI: empty description,
MBVIU: empty description,
MBVIW: empty description,
MCGA: empty description,
MCGAU: empty description,
MCGAW: empty description,
MESH: empty description,
MESHU: empty description,
MESHW: empty description,
METCI: empty description,
METCZ: empty description,
MEVOU: empty description,
MKLY: empty description,
MLAAU: empty description,
MLACR: empty description,
MLACU: empty description,
MMTX: empty description,
MMTXU: empty description,
MUZEU: empty description,
NBRGU: empty description,
NEXM: empty description,
NHIC: empty description,
NHICU: empty description,
NMP: empty description,
NMPAR: empty description,
NMPAU: empty description,
NOEM: empty description,
NOEMW: empty description,
NPAC: empty description,
OACC: empty description,
OBAWW: empty description,
OIMAU: empty description,
ONCH: empty description,
ONCHU: empty description,
ONCHW: empty description,
ORIQ: empty description,
OTGA: empty description,
OTGAU: empty description,
OTGAW: empty description,
OYSE: empty description,
OYSER: empty description,
OYSEU: empty description,
PACH: empty description,
PACHU: empty description,
PCAP: empty description,
PCAPU: empty description,
PCAPW: empty description,
PCSC: empty description,
PELI: empty description,
PELIR: empty description,
PELIU: empty description,
PGACU: empty description,
PLMK: empty description,
PLMKW: empty description,
PMTR: empty description,
POLE: empty description,
PTORU: empty description,
QETA: empty description,
QETAR: empty description,
QSEA: empty description,
QUMS: empty description,
QUMSR: empty description,
RAAQ: empty description,
RAAQW: empty description,
RANG: empty description,
RANGR: empty description,
RDAC: empty description,
RDACR: empty description,
RDACU: empty description,
RDAG: empty description,
RFAI: empty description,
RIBB: empty description,
RNGT: empty description,
RNGTU: empty description,
RNGTW: empty description,
RTAC: empty description,
RTACU: empty description,
RTACW: empty description,
SAAQU: empty description,
SCII: empty description,
SCIIR: empty description,
SCIIU: empty description,
SCPQU: empty description,
SDHI: empty description,
SDHIR: empty description,
SIMAW: empty description,
SOCA: empty description,
SOCAW: empty description,
SORNU: empty description,
SPEG: empty description,
SPEGR: empty description,
SPEGU: empty description,
SPKL: empty description,
SPKLW: empty description,
SSM: empty description,
SVAC: empty description,
SVACU: empty description,
SVACW: empty description,
SVAQU: empty description,
SVCC: empty description,
SVCCW: empty description,
SZZLR: empty description,
SZZLU: empty description,
TACH: empty description,
TACHW: empty description,
TAVI: empty description,
TBMC: empty description,
TBMCR: empty description,
TDAC: empty description,
TDACW: empty description,
TDWDR: empty description,
TLNC: empty description,
TLNCU: empty description,
TLNCW: empty description,
TMUSI: empty description,
TMUSL: empty description,
TMUSZ: empty description,
TVA: empty description,
TVACW: empty description,
TVAI: empty description,
TWLV: empty description,
TWLVU: empty description,
UYSC: empty description,
UYSCR: empty description,
VACH: empty description,
VACHU: empty description,
VACHW: empty description,
VCIC: empty description,
VCICW: empty description,
VHCPU: empty description,
VNME: empty description,
VNMEU: empty description,
VNMEW: empty description,
WENN: empty description,
WENNU: empty description,
WENNW: empty description,
WLAC: empty description,
WLACW: empty description,
WSBK: empty description,
WSTNU: empty description,
WTGUR: empty description,
XCBEU: empty description,
XELLL: empty description,
XRPN: empty description,
XRPNU: empty description,
XRPNW: empty description,
XSLLU: empty description,
YHNA: empty description,
YHNAR: empty description,
ZKPU: empty description,
finished: 2026-02-02_14-50-22
