=======================================
2026-02-02_14-13-20
=======================================
reading nasdaq-stock-nasdaq.json
retrieved 3984 symbols
DASH: empty company, description, region,
FIGR: empty region,
DLO: empty region,
PLBL: empty region,
ESTA: empty region,
NEO: empty company, description, region,
IGIC: empty region,
SATL: empty region,
BGIN: empty description,
AFRI: empty region,
SATLW: empty region,
AFRIW: empty region,
FMFC: empty region,
NCI: empty company, description, region,
AACB: empty description,
AACBR: empty description,
AACBU: empty description,
ADACU: empty description,
AEAQ: empty description,
AEAQU: empty description,
AEAQW: empty description,
AFJK: empty description,
AFJKR: empty description,
ALCY: empty description,
ALDF: empty description,
ALDFU: empty description,
ALDFW: empty description,
ALF: empty description,
ALFUU: empty description,
ALFUW: empty description,
ALIS: empty description,
ALISR: empty description,
ALOVU: empty description,
ANSC: empty description,
ANSCW: empty description,
APAC: empty description,
APACR: empty description,
APAD: empty description,
APADR: empty description,
APXTU: empty description,
APXTW: empty description,
ARCIU: empty description,
ARTCU: empty description,
ASPC: empty description,
ASPCR: empty description,
ASPCU: empty description,
ATII: empty description,
ATIIU: empty description,
ATIIW: empty description,
AXIN: empty description,
AXINR: empty description,
BACC: empty description,
BACCR: empty description,
BACCU: empty description,
BACQ: empty description,
BACQR: empty description,
BAYA: empty description,
BAYAR: empty description,
BBCQ: empty description,
BBCQU: empty description,
BCAR: empty description,
BCARW: empty description,
BDCI: empty description,
BDCIU: empty description,
BDCIW: empty description,
BEAG: empty description,
BEAGR: empty description,
BEAGU: empty description,
BGMS: empty description,
BGMSP: empty description,
BIXI: empty description,
BIXIU: empty description,
BKHA: empty description,
BKHAR: empty description,
BKHAU: empty description,
BLRKU: empty description,
BLZR: empty description,
BLZRU: empty description,
BLZRW: empty description,
BNCWW: empty description,
BPACR: empty description,
BPACU: empty description,
BSAA: empty description,
CAEP: empty description,
CAPN: empty description,
CAPNR: empty description,
CCCX: empty description,
CCCXU: empty description,
CCCXW: empty description,
CCII: empty description,
CCIIU: empty description,
CCIIW: empty description,
CCIX: empty description,
CCIXW: empty description,
CCXIU: empty description,
CEPF: empty description,
CEPO: empty description,
CEPT: empty description,
CEPV: empty description,
CGCT: empty description,
CGCTU: empty description,
CGCTW: empty description,
CHAC: empty description,
