#REKENINGNUMMER;YEAR_FEE;GROS_FEE;NET_FEE;BTW
1017719;2021;540.34;446.56;93.78
1017728;2021;182.43;150.77;31.66
1017731;2021;158.72;131.18;27.54
1017732;2021;335.08;276.92;58.16
1017772;2021;335.76;277.49;58.27
1017773;2021;672.98;556.18;116.8
1017774;2021;60.72;50.18;10.54
1017783;2021;318.2;262.97;55.23
1017790;2021;61.91;51.16;10.75
1017815;2021;165.72;136.96;28.76
1017816;2021;78.62;64.97;13.65
1017837;2021;2540.12;2099.28;440.84
1017886;2021;149.11;123.24;25.87
1017887;2021;252.61;208.76;43.85
1017890;2021;239.28;197.75;41.53
1017897;2021;822.41;679.68;142.73
1017899;2021;281.6;232.73;48.87
1017983;2021;167.1;138.09;29.01
1018007;2021;98.92;81.75;17.17
1018013;2021;176.4;145.78;30.62
1018014;2021;2459.81;2032.9;426.91
1018027;2021;226.22;186.97;39.25
1018073;2021;562.15;464.59;97.56
1018084;2021;132.86;109.8;23.06
1018095;2021;432.69;357.6;75.09
1018118;2021;270.75;223.75;47
1018159;2021;314.7;260.09;54.61
1018164;2021;172.77;142.78;29.99
1018166;2021;975.7;806.36;169.34
1018167;2021;1692.23;1398.55;293.68
1018233;2021;153.37;126.76;26.61
1018235;2021;301.18;248.91;52.27
1018248;2021;128.35;106.07;22.28
1018253;2021;327.91;270.99;56.92
1018255;2021;105.6;87.28;18.32
1018256;2021;317.47;262.38;55.09
1018282;2021;74.63;61.67;12.96
1018296;2021;136.91;113.15;23.76
1018300;2021;171.01;141.33;29.68
1018301;2021;303.07;250.46;52.61
1018358;2021;247.61;204.64;42.97
1018359;2021;14.57;12.04;2.53
1018362;2021;153.54;126.89;26.65
1018363;2021;102.76;84.93;17.83
1018444;2021;66.42;54.89;11.53
1018445;2021;259.01;214.07;44.94
1018446;2021;72.62;60.02;12.6
1018455;2021;94.15;77.81;16.34
1018456;2021;626.11;517.45;108.66
1018464;2021;125.62;103.82;21.8
1018466;2021;99.39;82.14;17.25
1018467;2021;159.76;132.02;27.74
1018469;2021;2667.6;2204.63;462.97
1018471;2021;249.22;205.97;43.25
1018472;2021;296.49;245.04;51.45
1018525;2021;236.41;195.38;41.03
1018595;2021;158.35;130.87;27.48
1018597;2021;94.48;78.08;16.4
1018613;2021;56.01;46.29;9.72
1018615;2021;163.97;135.51;28.46
1018619;2021;65.66;54.26;11.4
1018623;2021;847.19;700.15;147.04
1018661;2021;2660.09;2198.42;461.67
1018812;2021;164.42;135.88;28.54
1018843;2021;1070.59;884.79;185.8
1018849;2021;185.83;153.58;32.25
1018866;2021;168.62;139.35;29.27
1018868;2021;134.31;110.99;23.32
1018939;2021;74.88;61.88;13
1018952;2021;223.7;184.87;38.83
1018956;2021;68.55;56.66;11.89
1019004;2021;188.81;156.03;32.78
1019005;2021;40.57;33.53;7.04
1019006;2021;1158.15;957.14;201.01
1019025;2021;65.35;54.01;11.34
1019026;2021;65.25;53.92;11.33
1019105;2021;73.63;60.85;12.78
1019106;2021;109.23;90.27;18.96
1019107;2021;67.12;55.47;11.65
1019111;2021;166.12;137.29;28.83
1019154;2021;144.6;119.5;25.1
1019172;2021;669.94;553.66;116.28
1019177;2021;100.43;82.99;17.44
1019178;2021;76.29;63.05;13.24
1019219;2021;282.87;233.79;49.08
1019220;2021;114.75;94.83;19.92
1019283;2021;115.2;95.21;19.99
1019291;2021;122.84;101.52;21.32
1019293;2021;93.49;77.27;16.22
1019294;2021;93.49;77.27;16.22
1019295;2021;93.49;77.27;16.22
1019296;2021;93.49;77.27;16.22
1019297;2021;93.49;77.27;16.22
1019298;2021;93.49;77.27;16.22
1019309;2021;937.01;774.39;162.62
1019371;2021;190.41;157.37;33.04
1019383;2021;65.94;54.5;11.44
1019384;2021;72.67;60.06;12.61
1019415;2021;1976.54;1633.51;343.03
1019416;2021;295.17;243.94;51.23
1019430;2021;2313.11;1911.65;401.46
1019442;2021;94.95;78.47;16.48
1019446;2021;188.87;156.09;32.78
1019466;2021;451.22;372.9;78.32
1019513;2021;54.32;44.9;9.42
1019515;2021;12.58;10.4;2.18
1019529;2021;9.56;7.9;1.66
1019530;2021;271.28;224.2;47.08
1019531;2021;142.89;118.09;24.8
1019582;2021;99.77;82.46;17.31
1019609;2021;138.48;114.44;24.04
1019610;2021;73.23;60.53;12.7
1019611;2021;178.25;147.31;30.94
1019612;2021;172.63;142.67;29.96
1019614;2021;100.92;83.4;17.52
1019685;2021;19.29;15.94;3.35
1019689;2021;168.55;139.3;29.25
1019691;2021;120.66;99.72;20.94
1019740;2021;896.7;741.07;155.63
1019743;2021;445.22;367.94;77.28
1019744;2021;520.7;430.32;90.38
1019760;2021;278.75;230.38;48.37
1019873;2021;191.51;158.26;33.25
1019881;2021;258.94;213.99;44.95
1019910;2021;220.38;182.13;38.25
1019961;2021;898.79;742.8;155.99
1020005;2021;2453;2027.28;425.72
1020011;2021;52.41;43.31;9.1
1020035;2021;63.13;52.17;10.96
1020042;2021;97.98;80.98;17
1020043;2021;443.74;366.73;77.01
1020069;2021;247.95;204.92;43.03
1020071;2021;183.47;151.63;31.84
1020104;2021;83.45;68.96;14.49
1020116;2021;252.66;208.81;43.85
1020141;2021;262.96;217.32;45.64
1020151;2021;310.69;256.76;53.93
1020155;2021;294.64;243.49;51.15
1020187;2021;426.19;352.22;73.97
1020210;2021;989.66;817.9;171.76
1020223;2021;144.18;119.15;25.03
1020266;2021;117.36;96.99;20.37
1020268;2021;96.81;80.01;16.8
1020278;2021;587.87;485.84;102.03
1020288;2021;445.08;367.83;77.25
1020307;2021;734.43;606.97;127.46
1020323;2021;90.93;75.14;15.79
1020335;2021;73.51;60.76;12.75
1020336;2021;104.45;86.33;18.12
1020339;2021;1128.24;932.43;195.81
1020341;2021;730.24;603.51;126.73
1020356;2021;156.35;129.22;27.13
1020364;2021;70.05;57.89;12.16
1020392;2021;58.74;48.56;10.18
1020434;2021;448.98;371.05;77.93
1020452;2021;1608.27;1329.14;279.13
1020453;2021;74.11;61.24;12.87
1020456;2021;286.62;236.88;49.74
1020476;2021;67.09;55.45;11.64
1020486;2021;148.28;122.55;25.73
1020487;2021;88.13;72.84;15.29
1020493;2021;146.44;121.03;25.41
1020505;2021;240.06;198.4;41.66
1020525;2021;307.6;254.21;53.39
1020529;2021;189;156.2;32.8
1020567;2021;68.85;56.89;11.96
1020590;2021;398.74;329.55;69.19
1020592;2021;383.19;316.69;66.5
1020612;2021;159.96;132.19;27.77
1020619;2021;2400.11;1983.57;416.54
1020653;2021;273.91;226.37;47.54
1020660;2021;86.68;71.64;15.04
1020668;2021;78.66;65.02;13.64
1020674;2021;111.71;92.31;19.4
1020677;2021;185.36;153.19;32.17
1020681;2021;797.76;659.31;138.45
1020695;2021;96.88;80.06;16.82
1020696;2021;353.39;292.05;61.34
1020706;2021;85.58;70.73;14.85
1020712;2021;93.87;77.58;16.29
1020716;2021;89.94;74.34;15.6
1020744;2021;84.83;70.11;14.72
1020745;2021;147.89;122.23;25.66
1020753;2021;130.28;107.67;22.61
1020768;2021;13.1;10.83;2.27
1020774;2021;854.18;705.93;148.25
1020786;2021;830.2;686.11;144.09
1020790;2021;1015.72;839.44;176.28
1020801;2021;203.07;167.82;35.25
1020806;2021;145.77;120.46;25.31
1020809;2021;265.75;219.64;46.11
1020812;2021;163.9;135.46;28.44
1020818;2021;15.19;12.55;2.64
1020829;2021;64.6;53.39;11.21
1020860;2021;1224.91;1012.32;212.59
1020861;2021;158.57;131.06;27.51
1020862;2021;68.5;56.6;11.9
1020871;2021;171.59;141.8;29.79
1020896;2021;124.85;103.19;21.66
1020915;2021;310.46;256.59;53.87
1020921;2021;143.13;118.29;24.84
1020923;2021;62.17;51.38;10.79
1020930;2021;63.85;52.77;11.08
1020931;2021;107.41;88.78;18.63
1020942;2021;159.9;132.15;27.75
1020943;2021;73.37;60.64;12.73
1020948;2021;216.86;179.23;37.63
1020963;2021;221.7;183.22;38.48
1020980;2021;136.76;113.02;23.74
1020981;2021;57.14;47.22;9.92
1020984;2021;127.8;105.61;22.19
1020990;2021;39.37;32.53;6.84
1021001;2021;161.19;133.21;27.98
1021003;2021;187.1;154.64;32.46
1021016;2021;2355.59;1946.77;408.82
1021028;2021;179.22;148.12;31.1
1021036;2021;64.56;53.36;11.2
1021040;2021;61.82;51.09;10.73
1021041;2021;161.07;133.11;27.96
1021062;2021;943.79;779.99;163.8
1021065;2021;65.13;53.83;11.3
1021066;2021;300.77;248.58;52.19
1021073;2021;60.73;50.18;10.55
1021086;2021;385.66;318.73;66.93
1021094;2021;68.48;56.59;11.89
1021095;2021;61.78;51.06;10.72
1021102;2021;329.03;271.93;57.1
1021108;2021;72.91;60.26;12.65
1021111;2021;62.15;51.36;10.79
1021116;2021;63.99;52.88;11.11
1021126;2021;73.55;60.8;12.75
1021127;2021;48.5;40.08;8.42
1021129;2021;253.56;209.55;44.01
1021130;2021;153.37;126.75;26.62
1021131;2021;213.42;176.38;37.04
1021145;2021;62.89;51.98;10.91
1021152;2021;636.21;525.79;110.42
1021172;2021;131.31;108.52;22.79
1021174;2021;145.01;119.85;25.16
1021176;2021;66.36;54.83;11.53
1021185;2021;67.94;56.14;11.8
1021186;2021;64.95;53.68;11.27
1021198;2021;66.82;55.22;11.6
1021201;2021;351.32;290.34;60.98
1021215;2021;97.97;80.96;17.01
1021221;2021;156.52;129.35;27.17
1021241;2021;61.78;51.06;10.72
1021254;2021;63.94;52.84;11.1
1021261;2021;129.34;106.91;22.43
1021272;2021;60.07;49.65;10.42
1021275;2021;74.38;61.48;12.9
1021276;2021;77.7;64.21;13.49
1021284;2021;80.54;66.57;13.97
1021297;2021;1646.28;1360.55;285.73
1021299;2021;472.48;390.47;82.01
1021300;2021;1211.01;1000.83;210.18
1021314;2021;1364.34;1127.55;236.79
1021318;2021;1659.19;1371.24;287.95
1021319;2021;852.28;704.37;147.91
1021320;2021;703.56;581.46;122.1
1021322;2021;147.43;121.84;25.59
1021323;2021;224.19;185.28;38.91
1021324;2021;88.61;73.23;15.38
1021333;2021;188.84;156.06;32.78
1021337;2021;162.81;134.55;28.26
1021349;2021;148.1;122.4;25.7
1021350;2021;82.14;67.89;14.25
1021351;2021;160.22;132.42;27.8
1021363;2021;533.63;441.02;92.61
1021369;2021;275.55;227.73;47.82
1021372;2021;192.44;159.05;33.39
1021374;2021;1703.02;1407.46;295.56
1021378;2021;126.38;104.45;21.93
1021390;2021;66.04;54.58;11.46
1021398;2021;652.5;539.26;113.24
1021399;2021;65.75;54.34;11.41
1021410;2021;11.45;9.46;1.99
1021418;2021;63.23;52.26;10.97
1021419;2021;262.38;216.84;45.54
1021420;2021;66.68;55.1;11.58
1021422;2021;124.09;102.55;21.54
1021425;2021;342.82;283.32;59.5
1021432;2021;71.16;58.81;12.35
1021434;2021;66.75;55.15;11.6
1021441;2021;257.36;212.7;44.66
1021445;2021;164.24;135.73;28.51
1021451;2021;174.84;144.49;30.35
1021452;2021;84.88;70.15;14.73
1021453;2021;79.49;65.69;13.8
1021454;2021;164.43;135.89;28.54
1021455;2021;664.52;549.19;115.33
1021464;2021;141.68;117.09;24.59
1021466;2021;182.71;151;31.71
1021469;2021;161.3;133.3;28
1021471;2021;359.64;297.22;62.42
1021472;2021;67.19;55.52;11.67
1021475;2021;60.76;50.22;10.54
1021485;2021;143.84;118.88;24.96
1021486;2021;76.36;63.12;13.24
1021488;2021;118.43;97.87;20.56
1021490;2021;308.31;254.81;53.5
1021493;2021;66.51;54.96;11.55
1021515;2021;68.66;56.74;11.92
1021517;2021;117.37;97;20.37
1021521;2021;67.2;55.53;11.67
1021522;2021;270.29;223.38;46.91
1021527;2021;194.69;160.9;33.79
1021531;2021;88.48;73.12;15.36
1021532;2021;204.71;169.19;35.52
1021534;2021;4055.16;3351.38;703.78
1021535;2021;64.75;53.51;11.24
1021538;2021;235.62;194.73;40.89
1021539;2021;118.32;97.78;20.54
1021540;2021;278.39;230.08;48.31
1021548;2021;330.51;273.15;57.36
1021552;2021;256.83;212.26;44.57
1021561;2021;93.69;77.43;16.26
1021562;2021;358.54;296.31;62.23
1021567;2021;173.14;143.08;30.06
1021586;2021;63.84;52.76;11.08
1021590;2021;1537.17;1270.39;266.78
1021596;2021;107.28;88.67;18.61
1021603;2021;645.42;533.4;112.02
1021614;2021;64.35;53.18;11.17
1021616;2021;104.49;86.37;18.12
1021617;2021;62.98;52.05;10.93
1021619;2021;140.53;116.14;24.39
1021626;2021;764.38;631.73;132.65
1021634;2021;440.24;363.84;76.4
1021639;2021;184.55;152.53;32.02
1021643;2021;290.5;240.09;50.41
1021644;2021;141.43;116.88;24.55
1021661;2021;182.43;150.76;31.67
1021662;2021;64.31;53.14;11.17
1021668;2021;58.1;48.01;10.09
1021682;2021;127.46;105.34;22.12
1021683;2021;1054.25;871.28;182.97
1021690;2021;210.57;174.02;36.55
1021703;2021;83.08;68.66;14.42
1021713;2021;66.19;54.7;11.49
1021714;2021;662.47;547.5;114.97
1021724;2021;255.23;210.93;44.3
1021752;2021;95.81;79.19;16.62
1021755;2021;54.86;45.34;9.52
1021768;2021;90.77;75.02;15.75
1021778;2021;9.93;8.21;1.72
1021787;2021;422.63;349.28;73.35
1021814;2021;426.25;352.27;73.98
1021828;2021;414.83;342.83;72
1021829;2021;170.53;140.93;29.6
1021830;2021;378.49;312.8;65.69
1021864;2021;606.2;500.99;105.21
1021874;2021;536.66;443.52;93.14
1021876;2021;127.84;105.66;22.18
1021887;2021;59.76;49.4;10.36
1021893;2021;157.13;129.87;27.26
1021915;2021;56.92;47.05;9.87
1021937;2021;180.77;149.4;31.37
1021956;2021;665.75;550.22;115.53
1021957;2021;486.9;402.39;84.51
1021965;2021;1188.23;982;206.23
1021975;2021;299.3;247.36;51.94
1021996;2021;205.66;169.97;35.69
1022015;2021;63.45;52.44;11.01
1022062;2021;59.81;49.43;10.38
1022075;2021;63.47;52.45;11.02
1022109;2021;357.88;295.76;62.12
1022110;2021;412.99;341.32;71.67
1022131;2021;73.6;60.83;12.77
1022133;2021;5.73;4.74;0.99
1022157;2021;155.39;128.42;26.97
1022180;2021;936.3;773.8;162.5
1022192;2021;299.26;247.32;51.94
1022206;2021;123.24;101.85;21.39
1022209;2021;577.73;477.46;100.27
1022224;2021;142.96;118.15;24.81
1022247;2021;122.52;101.26;21.26
1022258;2021;61.4;50.75;10.65
1022260;2021;156.67;129.48;27.19
1022263;2021;298.34;246.56;51.78
1022281;2021;132.18;109.24;22.94
1022312;2021;319.32;263.9;55.42
1022315;2021;330.73;273.34;57.39
1022324;2021;83.2;68.76;14.44
1022325;2021;120;99.18;20.82
1022339;2021;215.02;177.7;37.32
1022363;2021;165.2;136.53;28.67
1022380;2021;87.42;72.25;15.17
1022388;2021;139.87;115.58;24.29
1022401;2021;736.69;608.84;127.85
1022403;2021;66.55;54.99;11.56
1022415;2021;13.44;11.11;2.33
1022418;2021;22.49;18.59;3.9
1022419;2021;133.27;110.14;23.13
1022433;2021;59.7;49.34;10.36
1022463;2021;120.46;99.55;20.91
1022474;2021;223.57;184.76;38.81
1022476;2021;249.98;206.59;43.39
1022479;2021;970.89;802.39;168.5
1022485;2021;58.49;48.34;10.15
1022486;2021;1298.84;1073.42;225.42
1022491;2021;377.86;312.29;65.57
1022515;2021;91.44;75.57;15.87
1022520;2021;63.64;52.6;11.04
1022532;2021;345.94;285.9;60.04
1022542;2021;707.68;584.86;122.82
1022562;2021;61.21;50.59;10.62
1022574;2021;795.88;657.74;138.14
1022585;2021;171.98;142.14;29.84
1022596;2021;103.08;85.19;17.89
1022604;2021;183.72;151.84;31.88
1022613;2021;701.37;579.64;121.73
1022620;2021;105.21;86.95;18.26
1022621;2021;145.77;120.46;25.31
1022633;2021;1300.2;1074.55;225.65
1022634;2021;217.65;179.88;37.77
1022646;2021;149.91;123.88;26.03
1022652;2021;301.4;249.08;52.32
1022659;2021;55.81;46.12;9.69
1022660;2021;55.8;46.13;9.67
1022675;2021;379.45;313.6;65.85
1022679;2021;84.12;69.52;14.6
1022691;2021;687.23;567.96;119.27
1022713;2021;66.68;55.12;11.56
1022718;2021;61.38;50.72;10.66
1022722;2021;62.01;51.25;10.76
1022724;2021;1595.71;1318.77;276.94
1022729;2021;89.46;73.93;15.53
1022759;2021;967.76;799.8;167.96
1022778;2021;223.36;184.59;38.77
1022785;2021;74.53;61.59;12.94
1022798;2021;328.57;271.55;57.02
1022800;2021;727.2;601;126.2
1022809;2021;322.3;266.37;55.93
1022825;2021;2003.41;1655.7;347.71
1022841;2021;397.01;328.11;68.9
1022862;2021;1937.35;1601.11;336.24
1022866;2021;74.85;61.85;13
1022890;2021;676.74;559.28;117.46
1022911;2021;17.95;14.84;3.11
1022938;2021;66.15;54.67;11.48
1022941;2021;63.07;52.13;10.94
1022945;2021;145.37;120.14;25.23
1022983;2021;812.59;671.57;141.02
1022989;2021;73.41;60.67;12.74
1023008;2021;3190.06;2636.41;553.65
1023011;2021;7982.14;6596.8;1385.34
1023021;2021;74.4;61.49;12.91
1023058;2021;516.93;427.22;89.71
1023085;2021;146.08;120.72;25.36
1023118;2021;97.85;80.87;16.98
1023123;2021;300.57;248.41;52.16
1023127;2021;320.77;265.1;55.67
1023157;2021;77.66;64.19;13.47
1023196;2021;4467.79;3692.39;775.4
1023197;2021;278.16;229.88;48.28
1023204;2021;113.99;94.22;19.77
1023205;2021;151.38;125.12;26.26
1023206;2021;129;106.6;22.4
1023209;2021;362.59;299.66;62.93
1023235;2021;444.55;367.39;77.16
1023238;2021;68.17;56.33;11.84
1023256;2021;74.79;61.8;12.99
1023259;2021;1389.51;1148.35;241.16
1023260;2021;3197.35;2642.43;554.92
1023269;2021;283.73;234.49;49.24
1023277;2021;461;380.99;80.01
1023280;2021;59.42;49.11;10.31
1023289;2021;133.93;110.69;23.24
1023293;2021;478.4;395.37;83.03
1023294;2021;308.49;254.95;53.54
1023297;2021;67.06;55.42;11.64
1023298;2021;524.7;433.63;91.07
1023311;2021;458.95;379.29;79.66
1023316;2021;545.8;451.07;94.73
1023325;2021;75.65;62.52;13.13
1023346;2021;871.11;719.92;151.19
1023347;2021;240.99;199.17;41.82
1023354;2021;193.32;159.77;33.55
1023361;2021;197.26;163.02;34.24
1023362;2021;190.36;157.32;33.04
1023365;2021;152.51;126.04;26.47
1023366;2021;627.82;518.86;108.96
1023367;2021;190.85;157.72;33.13
1023369;2021;89.93;74.33;15.6
1023370;2021;66.56;55.01;11.55
1023398;2021;109.79;90.74;19.05
1023399;2021;644.94;533;111.94
1023401;2021;1000.56;826.91;173.65
1023408;2021;136.07;112.44;23.63
1023420;2021;1337.14;1105.07;232.07
1023426;2021;473.23;391.1;82.13
1023431;2021;265.71;219.6;46.11
1023434;2021;132.18;109.24;22.94
1023436;2021;257.99;213.22;44.77
1023437;2021;82.75;68.39;14.36
1023438;2021;197.67;163.36;34.31
1023439;2021;173.64;143.5;30.14
1023440;2021;79.78;65.93;13.85
1023444;2021;184.05;152.1;31.95
1023446;2021;614.16;507.56;106.6
1023449;2021;168.18;139;29.18
1023457;2021;279.47;230.97;48.5
1023460;2021;548.07;452.95;95.12
1023463;2021;290.09;239.74;50.35
1023464;2021;1018.09;841.4;176.69
1023465;2021;498.76;412.2;86.56
1023470;2021;437.31;361.42;75.89
1023479;2021;992.97;820.63;172.34
1023481;2021;331.26;273.77;57.49
1023485;2021;172.74;142.76;29.98
1023494;2021;233.84;193.26;40.58
1023495;2021;119.1;98.43;20.67
1023498;2021;1044.06;862.86;181.2
1023499;2021;1194.65;987.31;207.34
1023507;2021;1309.81;1082.5;227.31
1023512;2021;135.36;111.87;23.49
1023514;2021;42.69;35.28;7.41
1023520;2021;137.95;114.02;23.93
1023528;2021;69.17;57.16;12.01
1023532;2021;119.1;98.43;20.67
1023533;2021;177.32;146.54;30.78
1023547;2021;156.07;128.98;27.09
1023549;2021;376.36;311.04;65.32
1023550;2021;353.42;292.08;61.34
1023552;2021;71.17;58.81;12.36
1023562;2021;281.94;233.01;48.93
1023563;2021;140.17;115.84;24.33
1023569;2021;127.82;105.63;22.19
1023575;2021;128.15;105.91;22.24
1023610;2021;127.84;105.65;22.19
1023635;2021;479.31;396.13;83.18
1023636;2021;618.78;511.39;107.39
1023638;2021;589.76;487.4;102.36
1023644;2021;150.68;124.53;26.15
1023646;2021;243.58;201.31;42.27
1023647;2021;46.94;38.79;8.15
1023663;2021;213.22;176.22;37
1023677;2021;102.06;84.35;17.71
1023678;2021;78.58;64.94;13.64
1023720;2021;332.62;274.9;57.72
1023721;2021;997.79;824.62;173.17
1023749;2021;1891.95;1563.6;328.35
1023768;2021;577.59;477.35;100.24
1023771;2021;112.29;92.79;19.5
1023793;2021;644.62;532.74;111.88
1023795;2021;203.44;168.13;35.31
1023816;2021;604.5;499.58;104.92
1023817;2021;1493.46;1234.26;259.2
1023831;2021;64.46;53.28;11.18
1023834;2021;156.97;129.72;27.25
1023869;2021;3175.99;2624.78;551.21
1023880;2021;210.89;174.29;36.6
1023881;2021;439.74;363.41;76.33
1023886;2021;172.71;142.75;29.96
1023899;2021;127.01;104.97;22.04
1023908;2021;345.95;285.91;60.04
1023916;2021;197.12;162.91;34.21
1023922;2021;822.43;679.69;142.74
1023940;2021;177.19;146.43;30.76
1023951;2021;189.01;156.21;32.8
1023952;2021;514.08;424.85;89.23
1023972;2021;18.58;15.36;3.22
1023989;2021;1442.03;1191.75;250.28
1024002;2021;18279.47;15107;3172.47
1024004;2021;608.86;503.2;105.66
1024011;2021;543.81;449.43;94.38
1024012;2021;3130.63;2587.3;543.33
1024013;2021;1610.56;1331.04;279.52
1024037;2021;65.06;53.78;11.28
1024038;2021;1496.28;1236.6;259.68
1024045;2021;132.39;109.41;22.98
1024047;2021;92.31;76.29;16.02
1024048;2021;318.43;263.16;55.27
1024049;2021;321.17;265.42;55.75
1024050;2021;243.46;201.2;42.26
1024051;2021;158.94;131.36;27.58
1024053;2021;3433.87;2837.91;595.96
1024054;2021;1439.4;1189.59;249.81
1024055;2021;162.68;134.44;28.24
1024058;2021;39.82;32.91;6.91
1024059;2021;278.72;230.35;48.37
1024064;2021;414.32;342.42;71.9
1024065;2021;963.97;796.66;167.31
1024073;2021;139.24;115.07;24.17
1024078;2021;121.65;100.53;21.12
1024086;2021;224.78;185.76;39.02
1024090;2021;141.57;117;24.57
1024091;2021;115.58;95.53;20.05
1024096;2021;67.88;56.1;11.78
1024097;2021;627.97;518.98;108.99
1024115;2021;223.64;184.82;38.82
1024116;2021;247.85;204.83;43.02
1024133;2021;2966.19;2451.39;514.8
1024146;2021;192.83;159.36;33.47
1024148;2021;156.95;129.71;27.24
1024150;2021;373.42;308.62;64.8
1024163;2021;114.88;94.94;19.94
1024166;2021;79.86;66;13.86
1024167;2021;105.35;87.06;18.29
1024181;2021;1127.77;932.04;195.73
1024197;2021;1589.05;1313.26;275.79
1024198;2021;1924.4;1590.41;333.99
1024199;2021;1486.48;1228.5;257.98
1024203;2021;1538.21;1271.24;266.97
1024213;2021;493.07;407.49;85.58
1024215;2021;93.49;77.28;16.21
1024217;2021;221.76;183.27;38.49
1024242;2021;131.76;108.89;22.87
1024246;2021;1883.41;1556.54;326.87
1024247;2021;558.56;461.61;96.95
1024248;2021;98.64;81.53;17.11
1024249;2021;306.43;253.25;53.18
1024261;2021;190.9;157.77;33.13
1024263;2021;705.22;582.83;122.39
1024264;2021;63.54;52.5;11.04
1024265;2021;39.61;32.74;6.87
1024269;2021;594.43;491.26;103.17
1024277;2021;80.13;66.22;13.91
1024287;2021;72.59;59.99;12.6
1024288;2021;98.67;81.55;17.12
1024289;2021;164.17;135.67;28.5
1024301;2021;377.68;312.13;65.55
1024304;2021;77.84;64.33;13.51
1024313;2021;802.53;663.25;139.28
1024315;2021;567.95;469.39;98.56
1024328;2021;139.7;115.46;24.24
1024364;2021;118.97;98.33;20.64
1024365;2021;474.98;392.54;82.44
1024373;2021;284.22;234.9;49.32
1024375;2021;201.34;166.4;34.94
1024389;2021;78.05;64.51;13.54
1024414;2021;744.3;615.13;129.17
1024424;2021;241.21;199.34;41.87
1024425;2021;304.97;252.04;52.93
1024431;2021;138.65;114.58;24.07
1024434;2021;95.64;79.04;16.6
1024438;2021;155.2;128.26;26.94
1024445;2021;376.38;311.05;65.33
1024448;2021;74.46;61.53;12.93
1024451;2021;62.19;51.39;10.8
1024464;2021;549.38;454.04;95.34
1024465;2021;250.28;206.84;43.44
1024468;2021;403.16;333.19;69.97
1024471;2021;305.72;252.66;53.06
1024476;2021;2682.01;2216.54;465.47
1024484;2021;57.22;47.29;9.93
1024499;2021;187.91;155.29;32.62
1024500;2021;74.93;61.93;13
1024501;2021;377.95;312.36;65.59
1024502;2021;728.68;602.21;126.47
1024514;2021;303.76;251.04;52.72
1024527;2021;295.68;244.36;51.32
1024529;2021;138.68;114.62;24.06
1024531;2021;22.53;18.62;3.91
1024540;2021;832.27;687.82;144.45
1024545;2021;68.55;56.66;11.89
1024548;2021;2032.71;1679.93;352.78
1024559;2021;78.67;65.02;13.65
1024560;2021;456.6;377.35;79.25
1024561;2021;289.51;239.26;50.25
1024564;2021;240.54;198.8;41.74
1024583;2021;104.08;86.02;18.06
1024584;2021;1052.96;870.21;182.75
1024601;2021;95.57;78.99;16.58
1024602;2021;63.12;52.17;10.95
1024611;2021;102.55;84.76;17.79
1024612;2021;625.01;516.53;108.48
1024619;2021;264.66;218.74;45.92
1024620;2021;67.07;55.43;11.64
1024621;2021;742.12;613.32;128.8
1024622;2021;9172.1;7580.25;1591.85
1024638;2021;164.84;136.24;28.6
1024639;2021;1994.19;1648.09;346.1
1024641;2021;1118.02;923.98;194.04
1024646;2021;665.12;549.68;115.44
1024649;2021;67.71;55.96;11.75
1024650;2021;396.29;327.51;68.78
1024651;2021;206.89;170.99;35.9
1024666;2021;321.59;265.78;55.81
1024671;2021;282.86;233.77;49.09
1024672;2021;676.21;558.85;117.36
1024674;2021;1328.76;1098.14;230.62
1024675;2021;5.12;4.23;0.89
1024690;2021;63.38;52.38;11
1024691;2021;234.39;193.72;40.67
1024692;2021;157.8;130.41;27.39
1024701;2021;905.34;748.22;157.12
1024708;2021;661.26;546.5;114.76
1024709;2021;228.41;188.77;39.64
1024711;2021;364.37;301.14;63.23
1024722;2021;182.86;151.13;31.73
1024723;2021;1123.77;928.73;195.04
1024724;2021;62.67;51.79;10.88
1024726;2021;392.05;324;68.05
1024727;2021;61.74;51.03;10.71
1024729;2021;54.95;45.42;9.53
1024740;2021;191.92;158.62;33.3
1024747;2021;64.48;53.29;11.19
1024770;2021;301.8;249.42;52.38
1024781;2021;241.11;199.26;41.85
1024782;2021;267.09;220.74;46.35
1024799;2021;480.22;396.87;83.35
1024811;2021;128.92;106.55;22.37
1024815;2021;1862.95;1539.64;323.31
1024819;2021;165.16;136.5;28.66
1024822;2021;30.25;25;5.25
1024841;2021;367.57;303.78;63.79
1024842;2021;187.78;155.18;32.6
1024849;2021;20703.42;17110.27;3593.15
1024852;2021;210.25;173.76;36.49
1024860;2021;160.62;132.75;27.87
1024861;2021;906.34;749.04;157.3
1024872;2021;118.85;98.22;20.63
1024888;2021;17.9;14.79;3.11
1024889;2021;349.13;288.54;60.59
1024890;2021;198.11;163.72;34.39
1024893;2021;63.27;52.29;10.98
1024896;2021;284.28;234.94;49.34
1024898;2021;655.42;541.67;113.75
1024918;2021;1634.47;1350.81;283.66
1024921;2021;316.57;261.63;54.94
1024925;2021;61.63;50.93;10.7
1024930;2021;3388.03;2800.03;588
1024938;2021;1368.65;1131.12;237.53
1024939;2021;164.81;136.21;28.6
1024944;2021;72.64;60.03;12.61
1024945;2021;845.98;699.17;146.81
1024947;2021;317.83;262.67;55.16
1024957;2021;1467.51;1212.82;254.69
