#REKENINGNUMMER;YEAR_FEE;GROS_FEE;NET_FEE;BTW
1024965;2021;152.53;126.06;26.47
1024974;2021;62.88;51.97;10.91
1024975;2021;102.79;84.95;17.84
1024986;2021;159.86;132.12;27.74
1024990;2021;62.16;51.37;10.79
1024994;2021;60.82;50.27;10.55
1024995;2021;77.53;64.08;13.45
1024996;2021;57.22;47.29;9.93
1024997;2021;66.32;54.81;11.51
1024998;2021;71.51;59.1;12.41
1024999;2021;66.32;54.81;11.51
1025000;2021;61.11;50.51;10.6
1025006;2021;187.92;155.31;32.61
1025015;2021;326.36;269.72;56.64
1025018;2021;245.27;202.7;42.57
1025023;2021;62.61;51.74;10.87
1025027;2021;355.76;294.01;61.75
1025040;2021;283.29;234.12;49.17
1025042;2021;883.96;730.55;153.41
1025052;2021;599.71;495.63;104.08
1025060;2021;555.06;458.73;96.33
1025078;2021;93.74;77.47;16.27
1025081;2021;69.89;57.75;12.14
1025082;2021;69.85;57.73;12.12
1025086;2021;530.59;438.49;92.1
1025097;2021;79.47;65.69;13.78
1025099;2021;68.02;56.22;11.8
1025100;2021;155.23;128.3;26.93
1025101;2021;181.09;149.66;31.43
1025106;2021;426.87;352.78;74.09
1025120;2021;117.95;97.48;20.47
1025122;2021;399.13;329.85;69.28
1025134;2021;101.14;83.58;17.56
1025139;2021;224.64;185.65;38.99
1025145;2021;63.25;52.27;10.98
1025146;2021;170.84;141.19;29.65
1025147;2021;591.32;488.7;102.62
1025151;2021;126.79;104.78;22.01
1025157;2021;708.87;585.85;123.02
1025179;2021;315.62;260.85;54.77
1025185;2021;81.43;67.29;14.14
1025193;2021;151.98;125.61;26.37
1025196;2021;101.17;83.6;17.57
1025209;2021;299.84;247.8;52.04
1025215;2021;134.49;111.15;23.34
1025235;2021;165.17;136.5;28.67
1025248;2021;68.65;56.74;11.91
1025259;2021;173.02;142.99;30.03
1025276;2021;599.78;495.68;104.1
1025278;2021;651.52;538.45;113.07
1025290;2021;61.02;50.44;10.58
1025327;2021;92.7;76.62;16.08
1025329;2021;209.08;172.8;36.28
1025341;2021;150.21;124.14;26.07
1025342;2021;397.52;328.53;68.99
1025343;2021;1.32;1.09;0.23
1025344;2021;250.59;207.1;43.49
1025354;2021;502.87;415.6;87.27
1025364;2021;124.35;102.77;21.58
1025372;2021;290.26;239.89;50.37
1025400;2021;77.6;64.13;13.47
1025401;2021;66.71;55.12;11.59
1025422;2021;80.61;66.62;13.99
1025423;2021;157.07;129.81;27.26
1025436;2021;185.39;153.22;32.17
1025439;2021;2452.5;2026.85;425.65
1025440;2021;70.25;58.06;12.19
1025447;2021;404.8;334.55;70.25
1025450;2021;92.92;76.79;16.13
1025451;2021;166.92;137.95;28.97
1025462;2021;392.44;324.33;68.11
1025549;2021;161.79;133.71;28.08
1025550;2021;156.96;129.72;27.24
1025570;2021;564.52;466.54;97.98
1025583;2021;804.43;664.82;139.61
1025585;2021;63.13;52.18;10.95
1025593;2021;594.8;491.57;103.23
1025595;2021;1970.85;1628.8;342.05
1025596;2021;2401.12;1984.39;416.73
1025609;2021;225.34;186.24;39.1
1025636;2021;835.55;690.54;145.01
1025643;2021;901.29;744.86;156.43
1025655;2021;1894.96;1566.09;328.87
1025688;2021;109.17;90.23;18.94
1025700;2021;294.86;243.68;51.18
1025706;2021;156.64;129.46;27.18
1025713;2021;142.24;117.56;24.68
1025739;2021;571.63;472.41;99.22
1025755;2021;614.48;507.83;106.65
1025756;2021;955.05;789.31;165.74
1025765;2021;64.98;53.7;11.28
1025768;2021;156.3;129.18;27.12
1025771;2021;2088.98;1726.43;362.55
1025772;2021;2418.15;1998.47;419.68
1025777;2021;135.15;111.7;23.45
1025778;2021;120.29;99.42;20.87
1025787;2021;61.81;51.09;10.72
1025798;2021;62.93;52.01;10.92
1025802;2021;315.32;260.59;54.73
1025825;2021;72.04;59.53;12.51
1025839;2021;1904.87;1574.28;330.59
1025840;2021;63.01;52.07;10.94
1025844;2021;62.96;52.03;10.93
1025876;2021;15.59;12.88;2.71
1025881;2021;904.12;747.2;156.92
1025882;2021;201.02;166.12;34.9
1025904;2021;2121.21;1753.07;368.14
1025920;2021;252.67;208.82;43.85
1025925;2021;259.91;214.8;45.11
1025933;2021;186.58;154.2;32.38
1025936;2021;156.28;129.16;27.12
1025954;2021;1038.99;858.67;180.32
1025959;2021;122.22;101;21.22
1025963;2021;195.03;161.18;33.85
1025967;2021;150.47;124.36;26.11
1025968;2021;112.92;93.33;19.59
1025971;2021;108.95;90.05;18.9
1025990;2021;805.71;665.88;139.83
1025992;2021;805.71;665.88;139.83
1025994;2021;154.5;127.69;26.81
1025996;2021;805.35;665.58;139.77
1025998;2021;130;107.44;22.56
1026005;2021;112.51;92.98;19.53
1026026;2021;342.21;282.82;59.39
1026028;2021;204.65;169.13;35.52
1026043;2021;310.41;256.54;53.87
1026046;2021;381.08;314.95;66.13
1026051;2021;249.13;205.89;43.24
1026082;2021;184.43;152.43;32
1026083;2021;134.39;111.06;23.33
1026086;2021;1509.35;1247.4;261.95
1026100;2021;78.05;64.51;13.54
1026101;2021;59.38;49.08;10.3
1026103;2021;94.98;78.5;16.48
1026104;2021;585.5;483.88;101.62
1026106;2021;1750.34;1446.56;303.78
1026107;2021;167.55;138.47;29.08
1026113;2021;7.78;6.43;1.35
1026120;2021;1532.02;1266.14;265.88
1026136;2021;176.89;146.18;30.71
1026138;2021;118.02;97.54;20.48
1026141;2021;58.89;48.66;10.23
1026161;2021;536.05;443.02;93.03
1026184;2021;401.34;331.68;69.66
1026186;2021;60.97;50.38;10.59
1026193;2021;104.38;86.26;18.12
1026194;2021;61.46;50.79;10.67
1026203;2021;90.41;74.73;15.68
1026217;2021;106.84;88.29;18.55
1026220;2021;299.76;247.73;52.03
1026228;2021;72.32;59.77;12.55
1026229;2021;196.27;162.21;34.06
1026230;2021;311.62;257.54;54.08
1026239;2021;2272;1877.69;394.31
1026240;2021;156.4;129.26;27.14
1026247;2021;78.29;64.71;13.58
1026266;2021;151.41;125.13;26.28
1026281;2021;421.75;348.55;73.2
1026284;2021;155.27;128.33;26.94
1026285;2021;146.44;121.02;25.42
1026289;2021;1103.49;911.97;191.52
1026298;2021;27.46;22.7;4.76
1026299;2021;13.25;10.95;2.3
1026306;2021;125.18;103.46;21.72
1026310;2021;114.88;94.95;19.93
1026318;2021;77.44;64;13.44
1026326;2021;119.56;98.82;20.74
1026338;2021;57.22;47.29;9.93
1026343;2021;3148.4;2601.98;546.42
1026345;2021;223.08;184.36;38.72
1026365;2021;398.3;329.17;69.13
1026373;2021;844.26;697.74;146.52
1026374;2021;176.34;145.73;30.61
1026375;2021;122.83;101.51;21.32
1026376;2021;235.32;194.49;40.83
1026379;2021;60.75;50.21;10.54
1026388;2021;28.21;23.32;4.89
1026395;2021;111.63;92.25;19.38
1026406;2021;72.59;59.99;12.6
1026409;2021;90.42;74.72;15.7
1026412;2021;301.57;249.23;52.34
1026414;2021;106.02;87.63;18.39
1026419;2021;509.5;421.07;88.43
1026428;2021;117.64;97.22;20.42
1026438;2021;127.05;105;22.05
1026439;2021;310.37;256.51;53.86
1026441;2021;315.97;261.14;54.83
1026442;2021;1252.1;1034.8;217.3
1026455;2021;267.42;221.01;46.41
1026457;2021;1316.03;1087.62;228.41
1026461;2021;1149.43;949.94;199.49
1026462;2021;446.09;368.66;77.43
1026463;2021;417.62;345.14;72.48
1026485;2021;1288.35;1064.74;223.61
1026487;2021;94.93;78.46;16.47
1026491;2021;293.25;242.35;50.9
1026513;2021;60.99;50.41;10.58
1026514;2021;10.73;8.87;1.86
1026522;2021;247.14;204.24;42.9
1026531;2021;57.87;47.83;10.04
1026532;2021;83;68.6;14.4
1026540;2021;36.68;30.31;6.37
1026541;2021;821.76;679.14;142.62
1026551;2021;128.78;106.42;22.36
1026552;2021;4.6;3.8;0.8
1026555;2021;60.95;50.38;10.57
1026561;2021;251.56;207.89;43.67
1026562;2021;217.55;179.78;37.77
1026570;2021;81.66;67.48;14.18
1026577;2021;352.2;291.07;61.13
1026608;2021;309.31;255.63;53.68
1026612;2021;385.02;318.2;66.82
1026628;2021;592.55;489.72;102.83
1026630;2021;386.81;319.68;67.13
1026632;2021;211.59;174.87;36.72
1026636;2021;511.05;422.35;88.7
1026637;2021;292.2;241.49;50.71
1026641;2021;60.12;49.68;10.44
1026656;2021;1261.71;1042.73;218.98
1026658;2021;72.51;59.93;12.58
1026659;2021;537.15;443.93;93.22
1026668;2021;69.5;57.45;12.05
1026669;2021;504.89;417.26;87.63
1026672;2021;645.29;533.29;112
1026674;2021;255.41;211.07;44.34
1026693;2021;59.46;49.15;10.31
1026694;2021;59.12;48.87;10.25
1026695;2021;86.16;71.22;14.94
1026696;2021;193.82;160.18;33.64
1026699;2021;1135.01;938.03;196.98
1026701;2021;231.3;191.16;40.14
1026705;2021;1105.93;913.99;191.94
1026707;2021;187.54;155;32.54
1026718;2021;125.66;103.86;21.8
1026729;2021;677.07;559.56;117.51
1026734;2021;962.91;795.79;167.12
1026737;2021;606.94;501.6;105.34
1026738;2021;1021.91;844.55;177.36
1026740;2021;343.75;284.09;59.66
1026741;2021;172.08;142.21;29.87
1026747;2021;4222.86;3489.97;732.89
1026753;2021;68.05;56.24;11.81
1026763;2021;43.65;36.08;7.57
1026777;2021;495.29;409.34;85.95
1026779;2021;132.18;109.24;22.94
1026780;2021;11917.5;9849.17;2068.33
1026782;2021;101.28;83.69;17.59
1026785;2021;5.43;4.49;0.94
1026786;2021;84.27;69.65;14.62
1026791;2021;128.27;106.01;22.26
1026800;2021;596.76;493.18;103.58
1026801;2021;71.01;58.69;12.32
1026803;2021;1043.46;862.37;181.09
1026806;2021;74.79;61.8;12.99
1026811;2021;61.3;50.67;10.63
1026819;2021;55.78;46.09;9.69
1026829;2021;469.25;387.8;81.45
1026832;2021;95.62;79.03;16.59
1026844;2021;285.9;236.28;49.62
1026849;2021;89.13;73.66;15.47
1026851;2021;476.16;393.53;82.63
1026876;2021;69.82;57.69;12.13
1026878;2021;591.93;489.2;102.73
1026879;2021;76.55;63.27;13.28
1026885;2021;906.74;749.38;157.36
1026888;2021;143.16;118.32;24.84
1026898;2021;93.34;77.14;16.2
1026899;2021;78.98;65.27;13.71
1026900;2021;178.71;147.69;31.02
1026903;2021;64.51;53.31;11.2
1026908;2021;59.63;49.28;10.35
1026910;2021;270.76;223.77;46.99
1026920;2021;0.7;0.58;0.12
1026931;2021;152.19;125.78;26.41
1026934;2021;60.89;50.33;10.56
1026936;2021;746.01;616.53;129.48
1026944;2021;63.88;52.79;11.09
1026948;2021;63.03;52.1;10.93
1026951;2021;172.38;142.47;29.91
1026958;2021;152.72;126.22;26.5
1026965;2021;119.67;98.9;20.77
1026966;2021;117.62;97.21;20.41
1026975;2021;130.9;108.18;22.72
1026976;2021;43.55;36;7.55
1026977;2021;61.11;50.51;10.6
1026989;2021;125.12;103.4;21.72
1026992;2021;44.74;36.98;7.76
1026998;2021;127.27;105.18;22.09
1027003;2021;117.49;97.1;20.39
1027004;2021;125.62;103.82;21.8
1027007;2021;2462.33;2034.98;427.35
1027010;2021;306.07;252.94;53.13
1027018;2021;62.48;51.64;10.84
1027019;2021;1816.29;1501.06;315.23
1027029;2021;183.93;152.01;31.92
1027031;2021;313.46;259.06;54.4
1027039;2021;942.75;779.14;163.61
1027041;2021;59.31;49.02;10.29
1027042;2021;59.93;49.53;10.4
1027044;2021;290.23;239.86;50.37
1027052;2021;91.48;75.6;15.88
1027058;2021;883.94;730.54;153.4
1027064;2021;72.92;60.28;12.64
1027069;2021;361.5;298.77;62.73
1027073;2021;1683.41;1391.25;292.16
1027091;2021;60.82;50.26;10.56
1027104;2021;114.95;94.99;19.96
1027108;2021;61.61;50.91;10.7
1027116;2021;126.75;104.75;22
1027121;2021;87.03;71.92;15.11
1027123;2021;91.85;75.91;15.94
1027125;2021;1227.71;1014.63;213.08
1027126;2021;70.65;58.39;12.26
1027135;2021;61.6;50.91;10.69
1027136;2021;116.28;96.1;20.18
1027137;2021;59.57;49.23;10.34
1027138;2021;667.66;551.78;115.88
1027139;2021;121.47;100.39;21.08
1027141;2021;929;767.77;161.23
1027142;2021;895.19;739.82;155.37
1027144;2021;232.26;191.96;40.3
1027152;2021;327.38;270.56;56.82
1027153;2021;1.17;0.97;0.2
1027165;2021;214.69;177.43;37.26
1027166;2021;41.9;34.64;7.26
1027167;2021;84.93;70.19;14.74
1027169;2021;195.91;161.91;34
1027172;2021;158.81;131.24;27.57
1027193;2021;209.94;173.5;36.44
1027194;2021;127.46;105.34;22.12
1027199;2021;151.25;124.99;26.26
1027201;2021;13.53;11.18;2.35
1027206;2021;255.6;211.24;44.36
1027225;2021;232.74;192.34;40.4
1027233;2021;236.61;195.54;41.07
1027237;2021;240.85;199.04;41.81
1027238;2021;182.03;150.44;31.59
1027239;2021;246.05;203.35;42.7
1027240;2021;240.86;199.05;41.81
1027241;2021;233.04;192.6;40.44
1027242;2021;764.49;631.81;132.68
1027247;2021;202.09;167.02;35.07
1027270;2021;135.25;111.76;23.49
1027277;2021;124.27;102.7;21.57
1027283;2021;685.26;566.33;118.93
1027285;2021;314.4;259.82;54.58
1027291;2021;60.57;50.06;10.51
1027292;2021;605.28;500.24;105.04
1027293;2021;216.01;178.52;37.49
1027294;2021;338.89;280.07;58.82
1027295;2021;633.79;523.8;109.99
1027299;2021;98.97;81.79;17.18
1027301;2021;3158.12;2610.02;548.1
1027316;2021;115.31;95.29;20.02
1027317;2021;114.68;94.78;19.9
1027325;2021;143.06;118.23;24.83
1027326;2021;231.16;191.05;40.11
1027327;2021;63.07;52.13;10.94
1027328;2021;219.22;181.19;38.03
1027332;2021;210.52;173.98;36.54
1027333;2021;160.92;132.99;27.93
1027334;2021;593.25;490.29;102.96
1027335;2021;165.24;136.57;28.67
1027351;2021;371.66;307.15;64.51
1027352;2021;229.04;189.29;39.75
1027356;2021;312;257.85;54.15
1027357;2021;270.14;223.26;46.88
1027358;2021;121.41;100.34;21.07
1027361;2021;221.2;182.81;38.39
1027370;2021;533.16;440.63;92.53
1027373;2021;49.59;40.98;8.61
1027375;2021;252.19;208.42;43.77
1027382;2021;688.86;569.31;119.55
1027383;2021;246.13;203.42;42.71
1027385;2021;125.04;103.34;21.7
1027397;2021;298.28;246.5;51.78
1027398;2021;150.05;124.01;26.04
1027404;2021;64.08;52.96;11.12
1027409;2021;935.51;773.15;162.36
1027414;2021;139.44;115.24;24.2
1027417;2021;155.32;128.37;26.95
1027419;2021;187.6;155.04;32.56
1027421;2021;59.01;48.77;10.24
1027423;2021;136.24;112.59;23.65
1027425;2021;60.27;49.81;10.46
1027429;2021;148.61;122.82;25.79
1027430;2021;150.09;124.05;26.04
1027431;2021;122.05;100.87;21.18
1027435;2021;94.27;77.9;16.37
1027444;2021;437.54;361.6;75.94
1027455;2021;1509.29;1247.35;261.94
1027479;2021;82.24;67.97;14.27
1027482;2021;342.7;283.23;59.47
1027487;2021;134.23;110.93;23.3
1027488;2021;103.73;85.73;18
1027491;2021;310.07;256.26;53.81
1027495;2021;135.4;111.9;23.5
1027498;2021;186.65;154.27;32.38
1027501;2021;280.63;231.92;48.71
1027502;2021;121.15;100.12;21.03
1027505;2021;466.57;385.6;80.97
1027507;2021;119.63;98.87;20.76
1027510;2021;110.32;91.17;19.15
1027517;2021;56.84;46.98;9.86
1027537;2021;209.53;173.17;36.36
1027542;2021;1392.63;1150.93;241.7
1027551;2021;753.17;622.45;130.72
1027552;2021;318.79;263.46;55.33
1027553;2021;206.69;170.82;35.87
1027554;2021;303.86;251.13;52.73
1027575;2021;117.47;97.07;20.4
1027576;2021;180.24;148.96;31.28
1027577;2021;87.72;72.5;15.22
1027578;2021;127.27;105.18;22.09
1027586;2021;246.05;203.35;42.7
1027587;2021;115.8;95.7;20.1
1027588;2021;72.97;60.31;12.66
1027596;2021;113.52;93.81;19.71
1027597;2021;467.4;386.28;81.12
1027600;2021;343.04;283.51;59.53
1027602;2021;180.27;148.98;31.29
1027606;2021;618.63;511.26;107.37
1027607;2021;152.75;126.24;26.51
1027619;2021;61.54;50.86;10.68
1027622;2021;65.75;54.34;11.41
1027623;2021;1788.46;1478.06;310.4
1027629;2021;284.45;235.09;49.36
1027638;2021;562.5;464.88;97.62
1027639;2021;117.77;97.33;20.44
1027645;2021;55.41;45.79;9.62
1027646;2021;880.37;727.58;152.79
1027647;2021;301.01;248.76;52.25
1027648;2021;43.95;36.32;7.63
1027655;2021;124.18;102.63;21.55
1027656;2021;1475.08;1219.07;256.01
1027657;2021;1.33;1.1;0.23
1027658;2021;119.6;98.84;20.76
1027662;2021;133.94;110.7;23.24
1027670;2021;150.45;124.34;26.11
1027671;2021;37.91;31.33;6.58
1027672;2021;51.62;42.66;8.96
1027675;2021;413.19;341.49;71.7
1027684;2021;643.64;531.94;111.7
1027686;2021;148.13;122.43;25.7
1027695;2021;128.76;106.41;22.35
1027696;2021;139.99;115.69;24.3
1027699;2021;146.37;120.98;25.39
1027700;2021;51.91;42.9;9.01
1027708;2021;157.1;129.84;27.26
1027709;2021;6.01;4.97;1.04
1027720;2021;114.6;94.71;19.89
1027722;2021;2641.94;2183.43;458.51
1027725;2021;328.38;271.39;56.99
1027732;2021;83.22;68.78;14.44
1027737;2021;226.01;186.79;39.22
1027738;2021;122.25;101.03;21.22
1027741;2021;267.61;221.16;46.45
1027747;2021;27.56;22.78;4.78
1027748;2021;141.25;116.74;24.51
1027749;2021;141.15;116.65;24.5
1027750;2021;199.34;164.75;34.59
1027756;2021;23.49;19.41;4.08
1027765;2021;111.87;92.46;19.41
1027766;2021;57.65;47.64;10.01
1027767;2021;144.66;119.56;25.1
1027769;2021;346.95;286.73;60.22
1027770;2021;117.01;96.69;20.32
1027771;2021;182.79;151.08;31.71
1027772;2021;1903.24;1572.92;330.32
1027774;2021;59.41;49.1;10.31
1027778;2021;150.18;124.11;26.07
1027784;2021;239.55;197.97;41.58
1027790;2021;58.16;48.07;10.09
1027791;2021;120.32;99.43;20.89
1027803;2021;234.25;193.59;40.66
1027804;2021;276.47;228.5;47.97
1027806;2021;82.01;67.78;14.23
1027807;2021;1447.43;1196.21;251.22
1027809;2021;122.71;101.41;21.3
1027810;2021;938.5;775.62;162.88
1027811;2021;328.3;271.32;56.98
1027821;2021;66.72;55.14;11.58
1027827;2021;240.16;198.48;41.68
1027828;2021;312.34;258.13;54.21
1027829;2021;267.61;221.16;46.45
1027832;2021;150.81;124.64;26.17
1027838;2021;116.16;96;20.16
1027839;2021;289.22;239.02;50.2
1027842;2021;6.43;5.31;1.12
1027850;2021;33.08;27.34;5.74
1027852;2021;291.27;240.72;50.55
1027865;2021;1003.13;829.03;174.1
1027883;2021;290.98;240.48;50.5
1027885;2021;164.15;135.66;28.49
1027890;2021;56.43;46.63;9.8
1027899;2021;347.64;287.31;60.33
1027908;2021;145.3;120.08;25.22
1027918;2021;64.58;53.38;11.2
1027925;2021;232.99;192.55;40.44
1027932;2021;71.76;59.31;12.45
1027934;2021;62.12;51.34;10.78
1027937;2021;2201.88;1819.74;382.14
1027939;2021;313.73;259.28;54.45
1027955;2021;22.22;18.36;3.86
1027956;2021;27.15;22.44;4.71
1027968;2021;798.6;659.99;138.61
1028000;2021;159.13;131.51;27.62
1028001;2021;8.06;6.66;1.4
1028005;2021;34.73;28.7;6.03
1028017;2021;752.5;621.9;130.6
1028019;2021;58.08;48;10.08
1028020;2021;165.86;137.08;28.78
1028022;2021;8.14;6.73;1.41
1028034;2021;61.31;50.67;10.64
1028035;2021;4.4;3.64;0.76
1028036;2021;737.13;609.21;127.92
1028047;2021;57.85;47.81;10.04
1028052;2021;174.18;143.94;30.24
1028055;2021;56.89;47.02;9.87
1028070;2021;288.86;238.72;50.14
1028073;2021;57.93;47.88;10.05
1028074;2021;53.61;44.31;9.3
1028094;2021;285.83;236.22;49.61
1028108;2021;131.68;108.82;22.86
1028115;2021;143.13;118.29;24.84
1028126;2021;139.13;114.98;24.15
1028127;2021;237.81;196.54;41.27
1028129;2021;142.23;117.55;24.68
1028135;2021;54.85;45.32;9.53
1028137;2021;915.02;756.21;158.81
1028169;2021;60.49;49.99;10.5
1028170;2021;900.2;743.97;156.23
1028193;2021;7.89;6.52;1.37
1028198;2021;161.27;133.28;27.99
1028235;2021;350.2;289.42;60.78
1028236;2021;166.9;137.94;28.96
1028240;2021;121.6;100.5;21.1
1028251;2021;181.3;149.83;31.47
1028257;2021;124.85;103.18;21.67
1028272;2021;109.98;90.9;19.08
1028283;2021;115.22;95.22;20
1028303;2021;82.15;67.89;14.26
1028306;2021;113.1;93.46;19.64
1028310;2021;80.23;66.31;13.92
1028315;2021;334.42;276.37;58.05
1028330;2021;15.16;12.53;2.63
1028343;2021;169.75;140.28;29.47
1028351;2021;291.68;241.05;50.63
1028352;2021;291.68;241.05;50.63
1028355;2021;98.53;81.43;17.1
1028369;2021;253.28;209.31;43.97
1028382;2021;127.93;105.73;22.2
1028383;2021;64.53;53.33;11.2
1028384;2021;342.14;282.76;59.38
1028385;2021;9.67;7.99;1.68
1028406;2021;88.74;73.34;15.4
1028422;2021;66.25;54.75;11.5
1028423;2021;284.2;234.88;49.32
1028424;2021;387.54;320.28;67.26
1028425;2021;106.01;87.6;18.41
1028436;2021;61.19;50.56;10.63
1028441;2021;463.52;383.08;80.44
1028442;2021;55.81;46.12;9.69
1028458;2021;62.35;51.53;10.82
1028465;2021;83.73;69.19;14.54
1028467;2021;99.44;82.19;17.25
1028469;2021;171.53;141.76;29.77
1028475;2021;288.3;238.27;50.03
1028486;2021;309.56;255.84;53.72
1028487;2021;142.22;117.54;24.68
1028489;2021;105.36;87.08;18.28
1028490;2021;196.36;162.29;34.07
1028491;2021;82.42;68.12;14.3
1028492;2021;643.3;531.65;111.65
1028494;2021;72.4;59.83;12.57
1028496;2021;64.77;53.54;11.23
1028497;2021;253.55;209.54;44.01
1028510;2021;63.06;52.11;10.95
1028518;2021;68.36;56.5;11.86
1028520;2021;362.58;299.65;62.93
1028521;2021;170.33;140.77;29.56
1028525;2021;68.57;56.67;11.9
1028526;2021;89.57;74.02;15.55
1028527;2021;1106.35;914.34;192.01
1028532;2021;110.3;91.16;19.14
1028538;2021;138.72;114.64;24.08
1028540;2021;231.29;191.15;40.14
1028541;2021;227.95;188.39;39.56
1028565;2021;68.3;56.45;11.85
1028567;2021;83.5;69.01;14.49
1028568;2021;55.08;45.52;9.56
1028597;2021;482.53;398.79;83.74
1028599;2021;58.29;48.17;10.12
1028600;2021;136.09;112.48;23.61
1028601;2021;2291.66;1893.93;397.73
1028608;2021;200.85;166;34.85
1028611;2021;60.5;50.01;10.49
1028625;2021;4.23;3.5;0.73
1028626;2021;79.11;65.38;13.73
1028650;2021;272.05;224.83;47.22
1028659;2021;191.59;158.34;33.25
1028661;2021;132.1;109.18;22.92
1028663;2021;52.67;43.52;9.15
1028665;2021;54.27;44.85;9.42
1028667;2021;143.42;118.53;24.89
1028668;2021;55.26;45.67;9.59
1028669;2021;80.96;66.91;14.05
1028681;2021;132.05;109.13;22.92
1028683;2021;259.97;214.85;45.12
1028708;2021;54.32;44.9;9.42
1028711;2021;54.44;44.99;9.45
1028734;2021;958.59;792.22;166.37
1028739;2021;16.41;13.56;2.85
1028763;2021;61.44;50.77;10.67
1028767;2021;210.88;174.28;36.6
1028774;2021;565.35;467.23;98.12
1028778;2021;1123.14;928.21;194.93
1028782;2021;57.86;47.82;10.04
1028783;2021;54.06;44.67;9.39
1028784;2021;269.88;223.04;46.84
1028788;2021;549.86;454.42;95.44
1028799;2021;117.73;97.3;20.43
1028816;2021;63.29;52.3;10.99
1028819;2021;6385.8;5277.51;1108.29
1028821;2021;328.16;271.2;56.96
1028822;2021;143.42;118.53;24.89
1028825;2021;204.57;169.06;35.51
1028826;2021;64.43;53.24;11.19
1028827;2021;52.3;43.22;9.08
1028829;2021;239.19;197.66;41.53
1028830;2021;121.13;100.1;21.03
1028831;2021;135.44;111.93;23.51
1028833;2021;339.04;280.2;58.84
1028856;2021;21.32;17.62;3.7
1028870;2021;610.14;504.25;105.89
1028879;2021;171.78;141.98;29.8
1028887;2021;135.3;111.81;23.49
1028899;2021;445.1;367.85;77.25
1028907;2021;143.65;118.71;24.94
1028924;2021;78.14;64.58;13.56
1028933;2021;80.23;66.31;13.92
1028938;2021;115.06;95.08;19.98
1028942;2021;86.35;71.36;14.99
1028950;2021;115;95.05;19.95
1028955;2021;51.88;42.88;9
1028962;2021;613.31;506.86;106.45
1028966;2021;140;115.7;24.3
1028967;2021;66.61;55.05;11.56
1028971;2021;71.53;59.12;12.41
1028977;2021;199.01;164.47;34.54
1028978;2021;1160.51;959.1;201.41
1028979;2021;76.05;62.85;13.2
1028991;2021;54.18;44.78;9.4
1028998;2021;142.61;117.86;24.75
1029002;2021;63.96;52.86;11.1
1029003;2021;144.23;119.2;25.03
1029005;2021;54.15;44.75;9.4
1029015;2021;647.2;534.87;112.33
1029016;2021;374.96;309.89;65.07
1029021;2021;447.94;370.2;77.74
1029041;2021;83.12;68.7;14.42
1029047;2021;91.91;75.96;15.95
1029054;2021;849.13;701.75;147.38
1029057;2021;319.47;264.02;55.45
1029065;2021;571.61;472.4;99.21
1029066;2021;57.24;47.32;9.92
1029068;2021;118.05;97.56;20.49
1029073;2021;221.53;183.08;38.45
1029081;2021;29.67;24.52;5.15
1029082;2021;560.88;463.54;97.34
1029107;2021;250.34;206.88;43.46
1029109;2021;266.67;220.39;46.28
1029111;2021;271.45;224.33;47.12
1029155;2021;914.83;756.06;158.77
1029158;2021;119.8;99.01;20.79
1029159;2021;78.96;65.25;13.71
1029178;2021;54.25;44.84;9.41
1029179;2021;270.53;223.58;46.95
1029203;2021;33.16;27.4;5.76
1029204;2021;4.29;3.54;0.75
1029207;2021;213.57;176.51;37.06
1029224;2021;2990.77;2471.71;519.06
1029230;2021;60.02;49.61;10.41
1029231;2021;376.24;310.94;65.3
1029232;2021;60.02;49.61;10.41
1029246;2021;380.8;314.71;66.09
1029251;2021;1075.87;889.15;186.72
1029261;2021;205.05;169.46;35.59
1029267;2021;332.09;274.45;57.64
1029291;2021;713.69;589.82;123.87
1029293;2021;659.15;544.75;114.4
1029302;2021;135.01;111.57;23.44
1029303;2021;102.2;84.47;17.73
1029304;2021;1288.59;1064.94;223.65
1029306;2021;399.75;330.37;69.38
1029307;2021;291.55;240.95;50.6
1029310;2021;61.16;50.55;10.61
1029312;2021;632.12;522.41;109.71
1029315;2021;60.02;49.61;10.41
1029318;2021;283.84;234.58;49.26
1029320;2021;140.96;116.49;24.47
1029321;2021;213.76;176.67;37.09
1029325;2021;146.5;121.07;25.43
1029340;2021;82.31;68.02;14.29
1029341;2021;244.3;201.91;42.39
1029344;2021;57.27;47.33;9.94
1029345;2021;978.2;808.43;169.77
1029375;2021;167.64;138.54;29.1
1029378;2021;380.37;314.35;66.02
1029380;2021;149.84;123.83;26.01
1029381;2021;66.8;55.2;11.6
1029382;2021;155.37;128.41;26.96
1029387;2021;338.8;280;58.8
1029389;2021;462.47;382.2;80.27
1029392;2021;113.31;93.64;19.67
1029393;2021;98.17;81.13;17.04
1029394;2021;56.27;46.5;9.77
1029401;2021;305.08;252.13;52.95
1029419;2021;57.78;47.76;10.02
1029420;2021;202.28;167.17;35.11
1029421;2021;143.42;118.53;24.89
1029422;2021;402.05;332.28;69.77
1029432;2021;223.83;184.99;38.84
1029433;2021;56.8;46.94;9.86
1029437;2021;29.12;24.07;5.05
1029438;2021;147.92;122.25;25.67
1029441;2021;95.08;78.58;16.5
1029456;2021;60.45;49.96;10.49
1029462;2021;349.55;288.88;60.67
1029469;2021;114.27;94.44;19.83
1029470;2021;218.62;180.68;37.94
1029472;2021;1396.94;1154.5;242.44
