DATUM;OPEN;HIGH;LOW;KOERS
1999-09-07;;;;336.06000
1999-09-08;;;;334.60000
1999-09-09;;;;339.32000
1999-09-10;;;;344.33000
1999-09-13;;;;342.34000
1999-09-14;;;;342.39000
1999-09-15;;;;338.61000
1999-09-16;;;;337.06000
1999-09-17;;;;337.97000
1999-09-20;;;;341.37000
1999-09-21;;;;334.09000
1999-09-22;;;;333.68000
1999-09-23;;;;329.29000
1999-09-24;;;;327.61000
1999-09-27;;;;328.31000
1999-09-28;;;;326.76000
1999-09-29;;;;322.35000
1999-09-30;;;;324.05000
1999-10-01;;;;323.76000
1999-10-04;;;;327.27000
1999-10-05;;;;327.49000
1999-10-06;;;;331.75000
1999-10-07;;;;331.80000
1999-10-08;;;;335.93000
1999-10-11;;;;336.52000
1999-10-12;;;;329.96000
1999-10-13;;;;323.68000
1999-10-14;;;;323.59000
1999-10-15;;;;314.51000
1999-10-18;;;;314.10000
1999-10-19;;;;317.17000
1999-10-20;;;;323.43000
1999-10-21;;;;321.30000
1999-10-22;;;;328.13000
1999-10-25;;;;328.22000
1999-10-26;;;;330.18000
1999-10-27;;;;332.55000
1999-10-28;;;;339.92000
1999-10-29;;;;345.61000
1999-11-01;;;;345.53000
1999-11-02;;;;344.77000
1999-11-03;;;;346.87000
1999-11-04;;;;352.59000
1999-11-05;;;;352.31000
1999-11-08;;;;353.90000
1999-11-09;;;;352.80000
1999-11-10;;;;354.64000
1999-11-11;;;;357.76000
1999-11-12;;;;362.16000
1999-11-15;;;;363.08000
1999-11-16;;;;366.79000
1999-11-17;;;;362.92000
1999-11-18;;;;369.83000
1999-11-19;;;;369.86000
1999-11-22;;;;369.73000
1999-11-23;;;;369.56000
1999-11-24;;;;373.94000
1999-11-25;;;;376.05000
1999-11-26;;;;378.89000
1999-11-29;;;;380.03000
1999-11-30;;;;374.93000
1999-12-01;;;;375.95000
1999-12-02;;;;378.52000
1999-12-03;;;;385.46000
1999-12-06;;;;379.62000
1999-12-07;;;;378.13000
1999-12-08;;;;375.80000
1999-12-09;;;;378.95000
1999-12-10;;;;382.96000
1999-12-13;;;;382.24000
1999-12-14;;;;382.22000
1999-12-15;;;;382.03000
1999-12-16;;;;381.01000
1999-12-17;;;;386.15000
1999-12-20;;;;385.01000
1999-12-21;;;;388.66000
1999-12-22;;;;391.94000
1999-12-23;;;;394.66000
1999-12-24;;;;396.48000
1999-12-27;;;;396.25000
1999-12-28;;;;400.06000
1999-12-29;;;;403.11000
1999-12-30;;;;403.84000
1999-12-31;;;;403.84000
2000-01-03;;;;398.61000
2000-01-04;;;;384.00000
2000-01-05;;;;376.80000
2000-01-06;;;;373.52000
2000-01-07;;;;381.77000
2000-01-10;;;;388.03000
2000-01-11;;;;384.46000
2000-01-12;;;;383.29000
2000-01-13;;;;388.11000
2000-01-14;;;;396.31000
2000-01-17;;;;398.89000
2000-01-18;;;;394.06000
2000-01-19;;;;392.95000
2000-01-20;;;;390.65000
2000-01-21;;;;392.31000
2000-01-24;;;;387.59000
2000-01-25;;;;388.03000
2000-01-26;;;;389.71000
2000-01-27;;;;396.23000
2000-01-28;;;;392.61000
2000-01-31;;;;396.26000
2000-02-01;;;;400.07000
2000-02-02;;;;400.82000
2000-02-03;;;;401.89000
2000-02-04;;;;401.97000
2000-02-07;;;;404.53000
2000-02-08;;;;407.69000
2000-02-09;;;;402.02000
2000-02-10;;;;404.57000
2000-02-11;;;;399.65000
2000-02-14;;;;401.48000
2000-02-15;;;;398.78000
2000-02-16;;;;397.01000
2000-02-17;;;;398.88000
2000-02-18;;;;393.35000
2000-02-21;;;;389.30000
2000-02-22;;;;383.71000
2000-02-23;;;;388.01000
2000-02-24;;;;392.16000
2000-02-25;;;;398.66000
2000-02-28;;;;400.59000
2000-02-29;;;;406.37000
2000-03-01;;;;410.49000
2000-03-02;;;;413.93000
2000-03-03;;;;420.79000
2000-03-06;;;;419.19000
2000-03-07;;;;413.47000
2000-03-08;;;;413.37000
2000-03-09;;;;416.27000
2000-03-10;;;;417.04000
2000-03-13;;;;409.17000
2000-03-14;;;;404.27000
2000-03-15;;;;406.28000
2000-03-16;;;;418.69000
2000-03-17;;;;420.63000
2000-03-20;;;;420.06000
2000-03-21;;;;428.65000
2000-03-22;;;;430.59000
2000-03-23;;;;429.85000
2000-03-24;;;;430.59000
2000-03-27;;;;433.96000
2000-03-28;;;;436.03000
2000-03-29;;;;438.91000
2000-03-30;;;;427.43000
2000-03-31;;;;433.57000
2000-04-03;;;;429.81000
2000-04-04;;;;424.87000
2000-04-05;;;;419.86000
2000-04-06;;;;426.15000
2000-04-07;;;;432.49000
2000-04-10;;;;426.78000
2000-04-11;;;;422.88000
2000-04-12;;;;417.44000
2000-04-13;;;;413.54000
2000-04-14;;;;393.49000
2000-04-17;;;;397.55000
2000-04-18;;;;410.02000
2000-04-19;;;;412.05000
2000-04-20;;;;414.18000
2000-04-21;;;;414.18000
2000-04-24;;;;414.18000
2000-04-25;;;;428.72000
2000-04-26;;;;426.16000
2000-04-27;;;;430.34000
2000-04-28;;;;430.20000
2000-05-01;;;;430.20000
2000-05-02;;;;434.48000
2000-05-03;;;;431.84000
2000-05-04;;;;433.63000
2000-05-05;;;;435.15000
2000-05-08;;;;431.16000
2000-05-09;;;;425.91000
2000-05-10;;;;414.15000
2000-05-11;;;;419.86000
2000-05-12;;;;418.46000
2000-05-15;;;;424.29000
2000-05-16;;;;434.35000
2000-05-17;;;;430.75000
2000-05-18;;;;427.81000
2000-05-19;;;;417.68000
2000-05-22;;;;410.26000
2000-05-23;;;;404.63000
2000-05-24;;;;407.42000
2000-05-25;;;;405.74000
2000-05-26;;;;397.18000
2000-05-29;;;;400.20000
2000-05-30;;;;408.96000
2000-05-31;;;;406.13000
2000-06-01;;;;415.43000
2000-06-02;;;;420.99000
2000-06-05;;;;420.39000
2000-06-06;;;;416.46000
2000-06-07;;;;415.77000
2000-06-08;;;;415.84000
2000-06-09;;;;416.41000
2000-06-12;;;;413.77000
2000-06-13;;;;414.38000
2000-06-14;;;;415.55000
2000-06-15;;;;416.09000
2000-06-16;;;;410.61000
2000-06-19;;;;418.04000
2000-06-20;;;;419.08000
2000-06-21;;;;423.57000
2000-06-22;;;;419.59000
2000-06-23;;;;418.50000
2000-06-26;;;;419.68000
2000-06-27;;;;416.32000
2000-06-28;;;;419.38000
2000-06-29;;;;411.99000
2000-06-30;;;;414.77000
2000-07-03;;;;419.77000
2000-07-04;;;;419.38000
2000-07-05;;;;413.87000
2000-07-06;;;;415.99000
2000-07-07;;;;422.42000
2000-07-10;;;;420.40000
2000-07-11;;;;421.61000
2000-07-12;;;;427.48000
2000-07-13;;;;429.81000
2000-07-14;;;;432.63000
2000-07-17;;;;438.05000
2000-07-18;;;;433.04000
2000-07-19;;;;430.27000
2000-07-20;;;;431.68000
2000-07-21;;;;424.92000
2000-07-24;;;;422.48000
2000-07-25;;;;421.46000
2000-07-26;;;;416.59000
2000-07-27;;;;416.32000
2000-07-28;;;;411.94000
2000-07-31;;;;413.87000
2000-08-01;;;;419.77000
2000-08-02;;;;420.76000
2000-08-03;;;;423.23000
2000-08-04;;;;425.21000
2000-08-07;;;;430.14000
2000-08-08;;;;432.65000
2000-08-09;;;;433.34000
2000-08-10;;;;428.30000
2000-08-11;;;;432.55000
2000-08-14;;;;435.36000
2000-08-15;;;;432.42000
2000-08-16;;;;431.35000
2000-08-17;;;;432.75000
2000-08-18;;;;435.91000
2000-08-21;;;;438.14000
2000-08-22;;;;441.29000
2000-08-23;;;;441.94000
2000-08-24;;;;442.34000
2000-08-25;;;;443.15000
2000-08-28;;;;446.35000
2000-08-29;;;;448.44000
2000-08-30;;;;445.90000
2000-08-31;;;;451.12000
2000-09-01;;;;450.45000
2000-09-04;;;;452.37000
2000-09-05;;;;451.72000
2000-09-06;;;;454.99000
2000-09-07;;;;456.55000
2000-09-08;;;;455.31000
2000-09-11;;;;455.61000
2000-09-12;;;;451.14000
2000-09-13;;;;452.51000
2000-09-14;;;;450.92000
2000-09-15;;;;451.59000
2000-09-18;;;;446.76000
2000-09-19;;;;451.15000
2000-09-20;;;;450.57000
2000-09-21;;;;442.52000
2000-09-22;;;;435.36000
2000-09-25;;;;436.63000
2000-09-26;;;;430.40000
2000-09-27;;;;429.65000
2000-09-28;;;;436.41000
2000-09-29;;;;431.99000
2000-10-02;;;;434.92000
2000-10-03;;;;434.17000
2000-10-04;;;;435.72000
2000-10-05;;;;438.54000
2000-10-06;;;;432.47000
2000-10-09;;;;429.35000
2000-10-10;;;;425.02000
2000-10-11;;;;420.28000
2000-10-12;;;;414.80000
2000-10-13;;;;425.84000
2000-10-16;;;;430.00000
2000-10-17;;;;422.03000
2000-10-18;;;;423.79000
2000-10-19;;;;433.72000
2000-10-20;;;;437.78000
2000-10-23;;;;441.09000
2000-10-24;;;;441.78000
2000-10-25;;;;437.57000
2000-10-26;;;;435.01000
2000-10-27;;;;434.79000
2000-10-30;;;;436.21000
2000-10-31;;;;440.69000
2000-11-01;;;;436.28000
2000-11-02;;;;439.25000
2000-11-03;;;;436.36000
2000-11-06;;;;439.72000
2000-11-07;;;;440.87000
2000-11-08;;;;436.92000
2000-11-09;;;;428.82000
2000-11-10;;;;422.69000
2000-11-13;;;;417.95000
2000-11-14;;;;426.26000
2000-11-15;;;;428.19000
2000-11-16;;;;424.77000
2000-11-17;;;;425.43000
2000-11-20;;;;415.91000
2000-11-21;;;;419.44000
2000-11-22;;;;410.46000
2000-11-23;;;;413.87000
2000-11-24;;;;419.71000
2000-11-27;;;;416.84000
2000-11-28;;;;410.89000
2000-11-29;;;;409.43000
2000-11-30;;;;398.19000
2000-12-01;;;;398.41000
2000-12-04;;;;396.16000
2000-12-05;;;;410.94000
2000-12-06;;;;403.17000
2000-12-07;;;;401.95000
2000-12-08;;;;408.58000
2000-12-11;;;;417.68000
2000-12-12;;;;414.38000
2000-12-13;;;;411.26000
2000-12-14;;;;400.72000
2000-12-15;;;;391.61000
2000-12-18;;;;394.00000
2000-12-19;;;;390.66000
2000-12-20;;;;374.51000
2000-12-21;;;;371.45000
2000-12-22;;;;375.48000
2000-12-25;;;;375.48000
2000-12-26;;;;375.48000
2000-12-27;;;;379.84000
2000-12-28;;;;382.08000
2000-12-29;;;;375.10000
2001-01-01;;;;375.10000
2001-01-02;;;;364.85000
2001-01-03;;;;382.02000
2001-01-04;;;;373.84000
2001-01-05;;;;365.80000
2001-01-08;;;;367.78000
2001-01-09;;;;367.31000
2001-01-10;;;;370.97000
2001-01-11;;;;369.21000
2001-01-12;;;;368.53000
2001-01-15;;;;371.77000
2001-01-16;;;;372.63000
2001-01-17;;;;377.66000
2001-01-18;;;;379.27000
2001-01-19;;;;381.28000
2001-01-22;;;;380.53000
2001-01-23;;;;384.11000
2001-01-24;;;;389.23000
2001-01-25;;;;387.89000
2001-01-26;;;;385.89000
2001-01-29;;;;391.59000
2001-01-30;;;;390.38000
2001-01-31;;;;385.74000
2001-02-01;;;;385.57000
2001-02-02;;;;380.81000
2001-02-05;;;;380.71000
2001-02-06;;;;382.79000
2001-02-07;;;;379.72000
2001-02-08;;;;380.89000
2001-02-09;;;;374.67000
2001-02-12;;;;375.73000
2001-02-13;;;;377.18000
2001-02-14;;;;376.40000
2001-02-15;;;;384.27000
2001-02-16;;;;374.12000
2001-02-19;;;;371.22000
2001-02-20;;;;369.66000
2001-02-21;;;;364.99000
2001-02-22;;;;365.39000
2001-02-23;;;;359.61000
2001-02-26;;;;366.09000
2001-02-27;;;;361.89000
2001-02-28;;;;356.07000
2001-03-01;;;;353.05000
2001-03-02;;;;348.89000
2001-03-05;;;;353.05000
2001-03-06;;;;356.14000
2001-03-07;;;;358.55000
2001-03-08;;;;357.34000
2001-03-09;;;;350.85000
2001-03-12;;;;339.31000
2001-03-13;;;;344.27000
2001-03-14;;;;337.68000
2001-03-15;;;;344.54000
2001-03-16;;;;338.07000
2001-03-19;;;;340.65000
2001-03-20;;;;334.27000
2001-03-21;;;;334.53000
2001-03-22;;;;331.00000
2001-03-23;;;;337.49000
2001-03-26;;;;342.75000
2001-03-27;;;;350.66000
2001-03-28;;;;346.37000
2001-03-29;;;;344.08000
2001-03-30;;;;347.76000
2001-04-02;;;;343.40000
2001-04-03;;;;329.32000
2001-04-04;;;;328.61000
2001-04-05;;;;341.17000
2001-04-06;;;;335.03000
2001-04-09;;;;338.45000
2001-04-10;;;;348.24000
2001-04-11;;;;349.44000
2001-04-12;;;;352.11000
2001-04-13;;;;352.11000
2001-04-16;;;;352.11000
2001-04-17;;;;355.01000
2001-04-18;;;;367.79000
2001-04-19;;;;367.06000
2001-04-20;;;;362.54000
2001-04-23;;;;360.28000
2001-04-24;;;;358.36000
2001-04-25;;;;360.99000
2001-04-26;;;;360.94000
2001-04-27;;;;369.06000
2001-04-30;;;;371.01000
2001-05-02;;;;374.72000
2001-05-03;;;;370.90000
2001-05-04;;;;373.75000
2001-05-07;;;;375.04000
2001-05-08;;;;375.20000
2001-05-09;;;;372.77000
2001-05-10;;;;375.40000
2001-05-11;;;;375.08000
2001-05-14;;;;373.36000
2001-05-15;;;;373.88000
2001-05-16;;;;378.09000
2001-05-17;;;;381.32000
2001-05-18;;;;382.77000
2001-05-21;;;;389.55000
2001-05-22;;;;393.43000
2001-05-23;;;;392.49000
2001-05-24;;;;393.04000
2001-05-25;;;;387.91000
2001-05-28;;;;387.86000
2001-05-29;;;;387.50000
2001-05-30;;;;380.98000
2001-05-31;;;;386.34000
2001-06-01;;;;386.63000
2001-06-04;;;;388.67000
2001-06-05;;;;389.65000
2001-06-06;;;;388.84000
2001-06-07;;;;389.46000
2001-06-08;;;;386.62000
2001-06-11;;;;385.86000
2001-06-12;;;;379.00000
2001-06-13;;;;376.99000
2001-06-14;;;;369.35000
2001-06-15;;;;367.16000
2001-06-18;;;;364.89000
2001-06-19;;;;368.24000
2001-06-20;;;;369.36000
2001-06-21;;;;373.07000
2001-06-22;;;;370.63000
2001-06-25;;;;368.63000
2001-06-26;;;;365.17000
2001-06-27;;;;365.62000
2001-06-28;;;;374.13000
2001-06-29;;;;373.74000
2001-07-02;;;;377.48000
2001-07-03;;;;375.81000
2001-07-04;;;;375.27000
2001-07-05;;;;374.06000
2001-07-06;;;;362.68000
2001-07-09;;;;362.15000
2001-07-10;;;;357.91000
2001-07-11;;;;354.04000
2001-07-12;;;;363.39000
2001-07-13;;;;364.16000
2001-07-16;;;;361.44000
2001-07-17;;;;360.18000
2001-07-18;;;;353.24000
2001-07-19;;;;356.75000
2001-07-20;;;;355.10000
2001-07-23;;;;351.18000
2001-07-24;;;;345.66000
2001-07-25;;;;345.64000
2001-07-26;;;;349.33000
2001-07-27;;;;351.70000
2001-07-30;;;;352.58000
2001-07-31;;;;355.02000
2001-08-01;;;;355.73000
2001-08-02;;;;356.95000
2001-08-03;;;;354.54000
2001-08-06;;;;352.71000
2001-08-07;;;;354.92000
2001-08-08;;;;349.11000
2001-08-09;;;;343.41000
2001-08-10;;;;343.23000
2001-08-13;;;;342.43000
2001-08-14;;;;342.25000
2001-08-15;;;;337.69000
2001-08-16;;;;336.71000
2001-08-17;;;;330.31000
2001-08-20;;;;332.08000
2001-08-21;;;;330.59000
2001-08-22;;;;332.60000
2001-08-23;;;;331.80000
2001-08-24;;;;336.74000
2001-08-27;;;;337.55000
2001-08-28;;;;333.24000
2001-08-29;;;;330.94000
2001-08-30;;;;323.91000
2001-08-31;;;;325.56000
2001-09-03;;;;325.19000
2001-09-04;;;;332.45000
2001-09-05;;;;330.81000
2001-09-06;;;;321.67000
2001-09-07;;;;312.69000
2001-09-10;;;;314.44000
2001-09-11;;;;305.28000
2001-09-12;;;;306.31000
2001-09-13;;;;306.31000
2001-09-14;;;;300.99000
2001-09-17;;;;291.24000
2001-09-18;;;;289.01000
2001-09-19;;;;285.51000
2001-09-20;;;;276.47000
2001-09-21;;;;273.30000
2001-09-24;;;;282.53000
2001-09-25;;;;283.95000
2001-09-26;;;;283.60000
2001-09-27;;;;287.38000
2001-09-28;;;;296.14000
2001-10-01;;;;293.05000
2001-10-02;;;;295.62000
2001-10-03;;;;300.43000
2001-10-04;;;;302.56000
2001-10-05;;;;302.38000
2001-10-08;;;;300.14000
2001-10-09;;;;300.04000
2001-10-10;;;;306.29000
2001-10-11;;;;313.48000
2001-10-12;;;;310.45000
2001-10-15;;;;308.85000
2001-10-16;;;;311.08000
2001-10-17;;;;311.08000
2001-10-18;;;;307.70000
2001-10-19;;;;308.08000
2001-10-22;;;;313.61000
2001-10-23;;;;316.33000
2001-10-24;;;;315.58000
2001-10-25;;;;317.06000
2001-10-26;;;;319.63000
2001-10-29;;;;309.83000
2001-10-30;;;;304.37000
2001-10-31;;;;306.27000
2001-11-01;;;;310.53000
2001-11-02;;;;311.18000
2001-11-05;;;;317.21000
2001-11-06;;;;321.46000
2001-11-07;;;;319.99000
2001-11-08;;;;323.96000
2001-11-09;;;;322.61000
2001-11-12;;;;320.16000
2001-11-13;;;;329.45000
2001-11-14;;;;329.82000
2001-11-15;;;;331.05000
2001-11-16;;;;330.47000
2001-11-19;;;;335.62000
2001-11-20;;;;331.61000
2001-11-21;;;;331.94000
2001-11-22;;;;332.62000
2001-11-23;;;;334.27000
2001-11-26;;;;336.05000
2001-11-27;;;;332.68000
2001-11-28;;;;326.02000
2001-11-29;;;;327.86000
2001-11-30;;;;325.34000
2001-12-03;;;;323.74000
2001-12-04;;;;327.83000
2001-12-05;;;;335.93000
2001-12-06;;;;334.30000
2001-12-07;;;;332.65000
2001-12-10;;;;327.27000
2001-12-11;;;;325.93000
2001-12-12;;;;324.36000
2001-12-13;;;;320.43000
2001-12-14;;;;317.13000
2001-12-17;;;;320.84000
2001-12-18;;;;322.23000
2001-12-19;;;;323.26000
2001-12-20;;;;321.52000
2001-12-21;;;;326.48000
2001-12-24;;;;330.15000
2001-12-25;;;;330.15000
2001-12-26;;;;330.15000
2001-12-27;;;;331.88000
2001-12-28;;;;333.21000
2001-12-31;;;;333.21000
2002-01-01;;;;333.21000
2002-01-02;;;;325.55000
2002-01-03;;;;330.36000
2002-01-04;;;;334.19000
2002-01-07;;;;332.45000
2002-01-08;;;;329.88000
2002-01-09;;;;329.21000
2002-01-10;;;;328.07000
2002-01-11;;;;326.39000
2002-01-14;;;;322.72000
2002-01-15;;;;327.52000
2002-01-16;;;;323.26000
2002-01-17;;;;326.36000
2002-01-18;;;;323.74000
2002-01-21;;;;323.45000
2002-01-22;;;;320.42000
2002-01-23;;;;324.49000
2002-01-24;;;;326.56000
2002-01-25;;;;330.24000
2002-01-28;;;;332.17000
2002-01-29;;;;323.81000
2002-01-30;;;;325.75000
2002-01-31;;;;330.23000
2002-02-01;;;;328.13000
2002-02-04;;;;319.76000
2002-02-05;;;;317.31000
2002-02-06;;;;315.09000
2002-02-07;;;;315.16000
2002-02-08;;;;317.66000
2002-02-11;;;;320.44000
2002-02-12;;;;320.29000
2002-02-13;;;;324.34000
2002-02-14;;;;324.62000
2002-02-15;;;;321.76000
2002-02-18;;;;322.06000
2002-02-19;;;;314.25000
2002-02-20;;;;317.87000
2002-02-21;;;;316.37000
2002-02-22;;;;315.59000
2002-02-25;;;;321.91000
2002-02-26;;;;323.64000
2002-02-27;;;;325.52000
2002-02-28;;;;323.99000
2002-03-01;;;;331.09000
2002-03-04;;;;337.95000
2002-03-05;;;;335.55000
2002-03-06;;;;337.63000
2002-03-07;;;;337.52000
2002-03-08;;;;341.00000
2002-03-11;;;;341.65000
2002-03-12;;;;339.17000
2002-03-13;;;;336.45000
2002-03-14;;;;334.74000
2002-03-15;;;;338.12000
2002-03-18;;;;338.70000
2002-03-19;;;;339.60000
2002-03-20;;;;334.46000
2002-03-21;;;;335.29000
2002-03-22;;;;335.40000
2002-03-25;;;;331.63000
2002-03-26;;;;332.91000
2002-03-27;;;;336.10000
2002-03-28;;;;338.21000
2002-03-29;;;;338.21000
2002-04-01;;;;338.21000
2002-04-02;;;;332.99000
2002-04-03;;;;330.95000
2002-04-04;;;;331.19000
2002-04-05;;;;330.79000
2002-04-08;;;;330.85000
2002-04-09;;;;327.56000
2002-04-10;;;;331.11000
2002-04-11;;;;323.93000
2002-04-12;;;;326.11000
2002-04-15;;;;325.68000
2002-04-16;;;;331.34000
2002-04-17;;;;329.58000
2002-04-18;;;;328.83000
2002-04-19;;;;328.76000
2002-04-22;;;;326.38000
2002-04-23;;;;324.94000
2002-04-24;;;;322.27000
2002-04-25;;;;319.96000
2002-04-26;;;;315.66000
2002-04-29;;;;312.90000
2002-04-30;;;;316.26000
2002-05-02;;;;316.86000
2002-05-03;;;;311.02000
2002-05-06;;;;307.07000
2002-05-07;;;;305.73000
2002-05-08;;;;317.10000
2002-05-09;;;;313.24000
2002-05-10;;;;308.35000
2002-05-13;;;;312.43000
2002-05-14;;;;319.44000
2002-05-15;;;;317.18000
2002-05-16;;;;318.60000
2002-05-17;;;;317.99000
2002-05-20;;;;315.42000
2002-05-21;;;;313.80000
2002-05-22;;;;312.80000
2002-05-23;;;;315.65000
2002-05-24;;;;313.95000
2002-05-27;;;;313.82000
2002-05-28;;;;309.56000
2002-05-29;;;;306.37000
2002-05-30;;;;304.54000
2002-05-31;;;;306.06000
2002-06-03;;;;299.99000
2002-06-04;;;;298.19000
2002-06-05;;;;299.12000
2002-06-06;;;;293.22000
2002-06-07;;;;292.56000
2002-06-10;;;;292.65000
2002-06-11;;;;289.65000
2002-06-12;;;;289.73000
2002-06-13;;;;286.68000
2002-06-14;;;;283.26000
2002-06-17;;;;289.87000
2002-06-18;;;;288.29000
2002-06-19;;;;282.31000
2002-06-20;;;;277.21000
2002-06-21;;;;272.74000
2002-06-24;;;;271.71000
2002-06-25;;;;269.14000
2002-06-26;;;;266.00000
2002-06-27;;;;268.74000
2002-06-28;;;;271.60000
2002-07-01;;;;268.31000
2002-07-02;;;;263.84000
2002-07-03;;;;264.09000
2002-07-04;;;;265.52000
2002-07-05;;;;275.56000
2002-07-08;;;;270.07000
2002-07-09;;;;265.57000
2002-07-10;;;;258.96000
2002-07-11;;;;256.81000
2002-07-12;;;;255.73000
2002-07-15;;;;248.80000
2002-07-16;;;;244.36000
2002-07-17;;;;248.29000
2002-07-18;;;;245.35000
2002-07-19;;;;236.77000
2002-07-22;;;;229.52000
2002-07-23;;;;227.87000
2002-07-24;;;;232.21000
2002-07-25;;;;231.94000
2002-07-26;;;;236.60000
2002-07-29;;;;248.49000
2002-07-30;;;;249.28000
2002-07-31;;;;251.95000
2002-08-01;;;;243.42000
2002-08-02;;;;239.73000
2002-08-05;;;;233.84000
2002-08-06;;;;241.98000
2002-08-07;;;;243.50000
2002-08-08;;;;251.69000
2002-08-09;;;;253.43000
2002-08-12;;;;249.17000
2002-08-13;;;;246.00000
2002-08-14;;;;250.95000
2002-08-15;;;;254.54000
2002-08-16;;;;254.21000
2002-08-19;;;;260.22000
2002-08-20;;;;256.84000
2002-08-21;;;;259.27000
2002-08-22;;;;265.20000
2002-08-23;;;;260.20000
2002-08-26;;;;261.67000
2002-08-27;;;;258.45000
2002-08-28;;;;253.42000
2002-08-29;;;;250.78000
2002-08-30;;;;251.68000
2002-09-02;;;;249.65000
2002-09-03;;;;238.28000
2002-09-04;;;;241.04000
2002-09-05;;;;239.12000
2002-09-06;;;;244.90000
2002-09-09;;;;246.08000
2002-09-10;;;;249.55000
2002-09-11;;;;250.79000
2002-09-12;;;;244.03000
2002-09-13;;;;244.22000
2002-09-16;;;;244.64000
2002-09-17;;;;241.01000
2002-09-18;;;;237.26000
2002-09-19;;;;230.92000
2002-09-20;;;;231.14000
2002-09-23;;;;227.82000
2002-09-24;;;;223.72000
2002-09-25;;;;228.46000
2002-09-26;;;;234.12000
2002-09-27;;;;229.89000
2002-09-30;;;;223.74000
2002-10-01;;;;229.67000
2002-10-02;;;;227.18000
2002-10-03;;;;224.19000
2002-10-04;;;;221.74000
2002-10-07;;;;216.60000
2002-10-08;;;;218.45000
2002-10-09;;;;212.57000
2002-10-10;;;;218.44000
2002-10-11;;;;226.32000
2002-10-14;;;;226.67000
2002-10-15;;;;238.35000
2002-10-16;;;;234.43000
2002-10-17;;;;241.62000
2002-10-18;;;;242.04000
2002-10-21;;;;244.17000
2002-10-22;;;;240.33000
2002-10-23;;;;240.10000
2002-10-24;;;;239.08000
2002-10-25;;;;241.68000
2002-10-28;;;;240.07000
2002-10-29;;;;236.12000
2002-10-30;;;;239.16000
2002-10-31;;;;238.17000
2002-11-01;;;;238.79000
2002-11-04;;;;242.04000
2002-11-05;;;;243.60000
2002-11-06;;;;243.49000
2002-11-07;;;;238.18000
2002-11-08;;;;235.30000
2002-11-11;;;;231.69000
2002-11-12;;;;233.24000
2002-11-13;;;;233.09000
2002-11-14;;;;237.98000
2002-11-15;;;;238.86000
2002-11-18;;;;237.72000
2002-11-19;;;;237.46000
2002-11-20;;;;240.54000
2002-11-21;;;;246.13000
2002-11-22;;;;247.12000
2002-11-25;;;;248.29000
2002-11-26;;;;243.39000
2002-11-27;;;;249.42000
2002-11-28;;;;250.01000
2002-11-29;;;;249.56000
2002-12-02;;;;248.32000
2002-12-03;;;;244.87000
2002-12-04;;;;242.66000
2002-12-05;;;;240.15000
2002-12-06;;;;239.19000
2002-12-09;;;;234.49000
2002-12-10;;;;236.96000
2002-12-11;;;;237.55000
2002-12-12;;;;234.69000
2002-12-13;;;;231.12000
2002-12-16;;;;235.73000
2002-12-17;;;;233.10000
2002-12-18;;;;229.70000
2002-12-19;;;;228.78000
2002-12-20;;;;231.29000
2002-12-23;;;;231.89000
2002-12-24;;;;231.89000
2002-12-25;;;;231.89000
2002-12-26;;;;231.89000
2002-12-27;;;;224.59000
2002-12-30;;;;225.00000
2002-12-31;;;;225.00000
2003-01-01;;;;225.00000
2003-01-02;;;;233.74000
2003-01-03;;;;233.13000
2003-01-06;;;;236.31000
2003-01-07;;;;235.28000
2003-01-08;;;;230.95000
2003-01-09;;;;233.96000
2003-01-10;;;;232.67000
2003-01-13;;;;233.27000
2003-01-14;;;;234.45000
2003-01-15;;;;231.81000
2003-01-16;;;;230.50000
2003-01-17;;;;226.46000
2003-01-20;;;;225.15000
2003-01-21;;;;222.19000
2003-01-22;;;;219.50000
2003-01-23;;;;220.48000
2003-01-24;;;;215.09000
2003-01-27;;;;210.19000
2003-01-28;;;;211.85000
2003-01-29;;;;212.26000
2003-01-30;;;;211.06000
2003-01-31;;;;213.26000
2003-02-03;;;;215.10000
2003-02-04;;;;210.49000
2003-02-05;;;;212.15000
2003-02-06;;;;209.34000
2003-02-07;;;;207.71000
2003-02-10;;;;209.50000
2003-02-11;;;;209.63000
2003-02-12;;;;207.73000
2003-02-13;;;;205.47000
2003-02-14;;;;209.46000
2003-02-17;;;;211.74000
2003-02-18;;;;215.25000
2003-02-19;;;;212.62000
2003-02-20;;;;211.24000
2003-02-21;;;;212.04000
2003-02-24;;;;209.17000
2003-02-25;;;;208.38000
2003-02-26;;;;206.27000
2003-02-27;;;;208.61000
2003-02-28;;;;209.00000
2003-03-03;;;;207.43000
2003-03-04;;;;204.24000
2003-03-05;;;;203.96000
2003-03-06;;;;202.16000
2003-03-07;;;;201.07000
2003-03-10;;;;195.85000
2003-03-11;;;;194.67000
2003-03-12;;;;194.20000
2003-03-13;;;;203.50000
2003-03-14;;;;206.66000
2003-03-17;;;;213.98000
2003-03-18;;;;214.93000
2003-03-19;;;;217.80000
2003-03-20;;;;217.62000
2003-03-21;;;;223.53000
2003-03-24;;;;215.50000
2003-03-25;;;;217.10000
2003-03-26;;;;216.36000
2003-03-27;;;;215.29000
2003-03-28;;;;213.00000
2003-03-31;;;;206.44000
2003-04-01;;;;208.56000
2003-04-02;;;;215.69000
2003-04-03;;;;216.03000
