// http://lt.morningstar.com/api/rest.svc/timeseries_price/hvqzxf7smz?id=F000010CAO&idtype=MSID&startDate=2000-01-01&Currencyid=EUR&outputtype=csv
"date";"price";
"2015-07-21";"1993.11";
"2015-07-22";"1987.61";
"2015-07-23";"1967.05";
"2015-07-24";"1949.25";
"2015-07-27";"1909.79";
"2015-07-28";"1933.70";
"2015-07-29";"1949.98";
"2015-07-30";"1966.80";
"2015-07-31";"1952.20";
"2015-08-03";"1959.22";
"2015-08-04";"1959.54";
"2015-08-05";"1980.29";
"2015-08-06";"1961.23";
"2015-08-07";"1951.40";
"2015-08-10";"1964.00";
"2015-08-11";"1933.56";
"2015-08-12";"1898.45";
"2015-08-13";"1909.67";
"2015-08-14";"1914.68";
"2015-08-17";"1924.18";
"2015-08-18";"1925.17";
"2015-08-19";"1901.82";
"2015-08-20";"1847.53";
"2015-08-21";"1780.07";
"2015-08-24";"1673.23";
"2015-08-25";"1695.07";
"2015-08-26";"1727.74";
"2015-08-27";"1795.55";
"2015-08-28";"1804.02";
"2015-08-31";"1794.28";
"2015-09-01";"1738.57";
"2015-09-02";"1756.25";
"2015-09-03";"1785.93";
"2015-09-04";"1753.22";
"2015-09-07";"1747.19";
"2015-09-08";"1772.84";
"2015-09-09";"1782.13";
"2015-09-10";"1769.42";
"2015-09-11";"1760.73";
"2015-09-14";"1754.33";
"2015-09-15";"1770.35";
"2015-09-16";"1789.92";
"2015-09-17";"1786.89";
"2015-09-18";"1756.20";
"2015-09-21";"1780.14";
"2015-09-22";"1760.91";
"2015-09-23";"1751.50";
"2015-09-24";"1718.69";
"2015-09-25";"1744.70";
"2015-09-28";"1705.64";
"2015-09-29";"1693.11";
"2015-09-30";"1736.24";
"2015-10-01";"1737.25";
"2015-10-02";"1746.26";
"2015-10-05";"1789.92";
"2015-10-06";"1786.98";
"2015-10-07";"1808.21";
"2015-10-08";"1810.97";
"2015-10-09";"1811.23";
"2015-10-12";"1810.52";
"2015-10-13";"1795.33";
"2015-10-14";"1776.59";
"2015-10-15";"1809.65";
"2015-10-16";"1818.97";
"2015-10-19";"1826.44";
"2015-10-20";"1818.49";
"2015-10-21";"1811.46";
"2015-10-22";"1859.18";
"2015-10-23";"1900.38";
"2015-10-26";"1895.93";
"2015-10-27";"1885.60";
"2015-10-28";"1900.18";
"2015-10-29";"1907.78";
"2015-10-30";"1892.94";
"2015-11-02";"1903.99";
"2015-11-03";"1922.89";
"2015-11-04";"1937.21";
"2015-11-05";"1933.59";
"2015-11-06";"1946.35";
"2015-11-09";"1930.94";
"2015-11-10";"1937.06";
"2015-11-11";"1932.63";
"2015-11-12";"1907.82";
"2015-11-13";"1891.48";
"2015-11-16";"1905.48";
"2015-11-17";"1928.92";
"2015-11-18";"1944.99";
"2015-11-19";"1941.94";
"2015-11-20";"1957.77";
"2015-11-23";"1961.04";
"2015-11-24";"1954.69";
"2015-11-25";"1963.08";
"2015-11-26";"1966.80";
"2015-11-27";"1964.96";
"2015-11-30";"1961.95";
"2015-12-01";"1972.72";
"2015-12-02";"1964.18";
"2015-12-03";"1895.59";
"2015-12-04";"1903.55";
"2015-12-07";"1901.04";
"2015-12-08";"1878.46";
"2015-12-09";"1856.64";
"2015-12-10";"1859.25";
"2015-12-11";"1820.20";
"2015-12-14";"1809.00";
"2015-12-15";"1842.53";
"2015-12-16";"1863.59";
"2015-12-17";"1871.15";
"2015-12-18";"1845.50";
"2015-12-21";"1838.96";
"2015-12-22";"1842.67";
"2015-12-23";"1880.78";
"2015-12-24";"1870.06";
"2015-12-25";"1869.34";
"2015-12-28";"1863.62";
"2015-12-29";"1890.31";
"2015-12-30";"1878.16";
"2015-12-31";"1873.84";
"2016-01-01";"1873.89";
"2016-01-04";"1845.51";
"2016-01-05";"1859.63";
"2016-01-06";"1832.28";
"2016-01-07";"1779.46";
"2016-01-08";"1753.32";
"2016-01-11";"1753.93";
"2016-01-12";"1761.75";
"2016-01-13";"1743.04";
"2016-01-14";"1747.05";
"2016-01-15";"1698.19";
"2016-01-18";"1701.46";
"2016-01-19";"1707.23";
"2016-01-20";"1673.04";
"2016-01-21";"1688.97";
"2016-01-22";"1733.86";
"2016-01-25";"1718.59";
"2016-01-26";"1728.39";
"2016-01-27";"1722.97";
"2016-01-28";"1714.90";
"2016-01-29";"1768.26";
"2016-02-01";"1761.44";
"2016-02-02";"1729.70";
"2016-02-03";"1706.50";
"2016-02-04";"1700.08";
"2016-02-05";"1679.88";
"2016-02-08";"1653.92";
"2016-02-09";"1619.13";
"2016-02-10";"1633.98";
"2016-02-11";"1591.98";
"2016-02-12";"1621.48";
"2016-02-15";"1657.95";
"2016-02-16";"1674.34";
"2016-02-17";"1700.60";
"2016-02-18";"1708.57";
"2016-02-19";"1701.10";
"2016-02-22";"1734.94";
"2016-02-23";"1717.47";
"2016-02-24";"1709.94";
"2016-02-25";"1727.71";
"2016-02-26";"1746.03";
"2016-02-29";"1748.78";
"2016-03-01";"1780.89";
"2016-03-02";"1803.56";
"2016-03-03";"1799.95";
"2016-03-04";"1799.99";
"2016-03-07";"1804.26";
"2016-03-08";"1777.67";
"2016-03-09";"1789.23";
"2016-03-10";"1767.31";
"2016-03-11";"1796.40";
"2016-03-14";"1807.07";
"2016-03-15";"1795.29";
"2016-03-16";"1803.41";
"2016-03-17";"1792.09";
"2016-03-18";"1800.62";
"2016-03-21";"1804.59";
"2016-03-22";"1810.42";
"2016-03-23";"1804.78";
"2016-03-24";"1795.76";
"2016-03-25";"1797.07";
"2016-03-28";"1792.99";
"2016-03-29";"1807.03";
"2016-03-30";"1800.95";
"2016-03-31";"1790.49";
"2016-04-01";"1788.07";
"2016-04-04";"1783.62";
"2016-04-05";"1759.77";
"2016-04-06";"1773.62";
"2016-04-07";"1762.05";
"2016-04-08";"1770.19";
"2016-04-11";"1766.69";
"2016-04-12";"1790.62";
"2016-04-13";"1829.93";
"2016-04-14";"1840.08";
"2016-04-15";"1833.27";
"2016-04-18";"1831.76";
"2016-04-19";"1843.97";
"2016-04-20";"1852.11";
"2016-04-21";"1856.05";
"2016-04-22";"1857.74";
"2016-04-25";"1848.41";
"2016-04-26";"1845.78";
"2016-04-27";"1846.06";
"2016-04-28";"1837.74";
"2016-04-29";"1808.81";
"2016-05-02";"1802.75";
"2016-05-03";"1782.94";
"2016-05-04";"1771.03";
"2016-05-05";"1782.06";
"2016-05-06";"1779.67";
"2016-05-09";"1782.32";
"2016-05-10";"1803.21";
"2016-05-11";"1789.52";
"2016-05-12";"1791.03";
"2016-05-13";"1791.76";
"2016-05-16";"1799.23";
"2016-05-17";"1793.64";
"2016-05-18";"1800.64";
"2016-05-19";"1796.60";
"2016-05-20";"1808.23";
"2016-05-23";"1807.42";
"2016-05-24";"1831.76";
"2016-05-25";"1851.94";
"2016-05-26";"1849.52";
"2016-05-27";"1863.59";
"2016-05-30";"1863.17";
"2016-05-31";"1862.01";
"2016-06-01";"1854.10";
"2016-06-02";"1857.45";
"2016-06-03";"1835.99";
"2016-06-06";"1839.72";
"2016-06-07";"1852.87";
"2016-06-08";"1853.49";
"2016-06-09";"1853.15";
"2016-06-10";"1831.84";
"2016-06-13";"1808.34";
"2016-06-14";"1806.04";
"2016-06-15";"1806.63";
"2016-06-16";"1813.32";
"2016-06-17";"1806.31";
"2016-06-20";"1823.87";
"2016-06-21";"1840.44";
"2016-06-22";"1838.72";
"2016-06-23";"1852.23";
"2016-06-24";"1801.26";
"2016-06-27";"1785.14";
"2016-06-28";"1802.94";
"2016-06-29";"1834.15";
"2016-06-30";"1854.65";
"2016-07-01";"1859.51";
"2016-07-04";"1860.32";
"2016-07-05";"1847.25";
"2016-07-06";"1845.65";
"2016-07-07";"1850.58";
"2016-07-08";"1875.40";
"2016-07-11";"1891.84";
"2016-07-12";"1904.48";
"2016-07-13";"1903.38";
"2016-07-14";"1914.42";
"2016-07-15";"1918.18";
"2016-07-18";"1922.72";
"2016-07-19";"1926.69";
"2016-07-20";"1936.20";
"2016-07-21";"1936.33";
"2016-07-22";"1940.88";
"2016-07-25";"1938.52";
"2016-07-26";"1939.02";
"2016-07-27";"1939.66";
"2016-07-28";"1924.94";
"2016-07-29";"1922.30";
"2016-08-01";"1921.95";
"2016-08-02";"1900.69";
"2016-08-03";"1903.70";
"2016-08-04";"1916.28";
"2016-08-05";"1939.52";
"2016-08-08";"1944.84";
"2016-08-09";"1948.24";
"2016-08-10";"1939.24";
"2016-08-11";"1946.56";
"2016-08-12";"1947.33";
"2016-08-15";"1948.73";
"2016-08-16";"1929.88";
"2016-08-17";"1926.95";
"2016-08-18";"1924.71";
"2016-08-19";"1919.08";
"2016-08-22";"1917.69";
"2016-08-23";"1925.43";
"2016-08-24";"1928.84";
"2016-08-25";"1919.70";
"2016-08-26";"1919.25";
"2016-08-29";"1937.08";
"2016-08-30";"1938.78";
"2016-08-31";"1936.06";
"2016-09-01";"1929.89";
"2016-09-02";"1948.13";
"2016-09-05";"1956.53";
"2016-09-06";"1952.00";
"2016-09-07";"1954.12";
"2016-09-08";"1946.16";
"2016-09-09";"1917.23";
"2016-09-12";"1917.93";
"2016-09-13";"1893.16";
"2016-09-14";"1889.51";
"2016-09-15";"1902.94";
"2016-09-16";"1907.63";
"2016-09-19";"1914.03";
"2016-09-20";"1916.76";
"2016-09-21";"1942.18";
"2016-09-22";"1946.86";
"2016-09-23";"1939.07";
"2016-09-26";"1913.52";
"2016-09-27";"1932.10";
"2016-09-28";"1939.96";
"2016-09-29";"1928.14";
"2016-09-30";"1929.83";
"2016-10-03";"1932.77";
"2016-10-04";"1939.08";
"2016-10-05";"1935.14";
"2016-10-06";"1938.63";
"2016-10-07";"1930.99";
"2016-10-10";"1941.88";
"2016-10-11";"1937.27";
"2016-10-12";"1939.55";
"2016-10-13";"1927.75";
"2016-10-14";"1938.27";
"2016-10-17";"1933.81";
"2016-10-18";"1954.00";
"2016-10-19";"1962.32";
"2016-10-20";"1967.30";
"2016-10-21";"1973.75";
"2016-10-24";"1978.16";
"2016-10-25";"1977.67";
"2016-10-26";"1964.32";
"2016-10-27";"1957.75";
"2016-10-28";"1951.63";
"2016-10-31";"1945.98";
"2016-11-01";"1924.60";
"2016-11-02";"1897.88";
"2016-11-03";"1895.38";
"2016-11-04";"1882.31";
"2016-11-07";"1926.12";
"2016-11-08";"1932.43";
"2016-11-09";"1948.95";
"2016-11-10";"1967.12";
"2016-11-11";"1960.52";
"2016-11-14";"1977.75";
"2016-11-15";"1987.02";
"2016-11-16";"1994.72";
"2016-11-17";"2003.67";
"2016-11-18";"2011.76";
"2016-11-21";"2017.05";
"2016-11-22";"2028.53";
"2016-11-23";"2035.46";
"2016-11-24";"2032.42";
"2016-11-25";"2033.48";
"2016-11-28";"2031.17";
"2016-11-29";"2025.92";
"2016-11-30";"2026.10";
"2016-12-01";"2021.88";
"2016-12-02";"2011.54";
"2016-12-05";"2008.83";
"2016-12-06";"2019.64";
"2016-12-07";"2037.84";
"2016-12-08";"2074.34";
"2016-12-09";"2096.47";
"2016-12-12";"2081.36";
"2016-12-13";"2090.97";
"2016-12-14";"2077.15";
"2016-12-15";"2110.95";
"2016-12-16";"2111.88";
"2016-12-19";"2109.54";
"2016-12-20";"2124.15";
"2016-12-21";"2111.82";
"2016-12-22";"2102.81";
"2016-12-23";"2103.09";
"2016-12-26";"2102.41";
"2016-12-27";"2105.81";
"2016-12-28";"2110.11";
"2016-12-29";"2095.58";
"2016-12-30";"2083.49";
"2017-01-02";"2085.50";
"2017-01-03";"2124.68";
"2017-01-04";"2124.37";
"2017-01-05";"2110.99";
"2017-01-06";"2116.14";
"2017-01-09";"2113.05";
"2017-01-10";"2110.42";
"2017-01-11";"2134.05";
"2017-01-12";"2105.61";
"2017-01-13";"2115.92";
"2017-01-16";"2113.23";
"2017-01-17";"2096.22";
"2017-01-18";"2100.21";
"2017-01-19";"2105.17";
"2017-01-20";"2099.04";
"2017-01-23";"2086.42";
"2017-01-24";"2095.46";
"2017-01-25";"2114.74";
"2017-01-26";"2128.78";
"2017-01-27";"2120.95";
"2017-01-30";"2111.63";
"2017-01-31";"2088.15";
"2017-02-01";"2099.73";
"2017-02-02";"2092.86";
"2017-02-03";"2107.99";
"2017-02-06";"2111.01";
"2017-02-07";"2119.59";
"2017-02-08";"2121.74";
"2017-02-09";"2136.76";
"2017-02-10";"2153.96";
"2017-02-13";"2168.26";
"2017-02-14";"2176.71";
"2017-02-15";"2187.39";
"2017-02-16";"2172.30";
"2017-02-17";"2179.00";
"2017-02-20";"2182.37";
"2017-02-21";"2206.83";
"2017-02-22";"2206.21";
"2017-02-23";"2200.51";
"2017-02-24";"2198.56";
"2017-02-27";"2189.35";
"2017-02-28";"2183.02";
"2017-03-01";"2216.78";
"2017-03-02";"2214.98";
"2017-03-03";"2206.31";
"2017-03-06";"2196.55";
"2017-03-07";"2195.22";
"2017-03-08";"2193.75";
"2017-03-09";"2187.09";
"2017-03-10";"2183.07";
"2017-03-13";"2187.98";
"2017-03-14";"2185.93";
"2017-03-15";"2201.42";
"2017-03-16";"2195.92";
"2017-03-17";"2194.42";
"2017-03-20";"2191.07";
"2017-03-21";"2166.05";
"2017-03-22";"2161.91";
"2017-03-23";"2167.67";
"2017-03-24";"2165.45";
"2017-03-27";"2148.00";
"2017-03-28";"2167.13";
"2017-03-29";"2190.13";
"2017-03-30";"2196.11";
"2017-03-31";"2195.30";
"2017-04-03";"2201.12";
"2017-04-04";"2200.20";
"2017-04-05";"2197.22";
"2017-04-06";"2197.66";
"2017-04-07";"2204.64";
"2017-04-10";"2208.97";
"2017-04-11";"2203.67";
"2017-04-12";"2201.22";
"2017-04-13";"2190.91";
"2017-04-14";"2189.21";
"2017-04-17";"2196.55";
"2017-04-18";"2178.96";
"2017-04-19";"2172.19";
"2017-04-20";"2175.11";
"2017-04-21";"2187.47";
"2017-04-24";"2185.85";
"2017-04-25";"2186.59";
"2017-04-26";"2197.27";
"2017-04-27";"2197.41";
"2017-04-28";"2189.59";
"2017-05-01";"2188.56";
"2017-05-02";"2198.37";
"2017-05-03";"2193.84";
"2017-05-04";"2188.85";
"2017-05-05";"2190.71";
"2017-05-08";"2205.16";
"2017-05-09";"2210.40";
"2017-05-10";"2218.80";
"2017-05-11";"2216.23";
"2017-05-12";"2207.64";
"2017-05-15";"2207.77";
"2017-05-16";"2193.14";
"2017-05-17";"2156.49";
"2017-05-18";"2153.65";
"2017-05-19";"2155.91";
"2017-05-22";"2157.99";
"2017-05-23";"2163.70";
"2017-05-24";"2173.70";
"2017-05-25";"2177.50";
"2017-05-26";"2181.69";
"2017-05-29";"2182.02";
"2017-05-30";"2179.68";
"2017-05-31";"2167.49";
"2017-06-01";"2183.40";
"2017-06-02";"2188.19";
"2017-06-05";"2189.65";
"2017-06-06";"2181.23";
"2017-06-07";"2182.74";
"2017-06-08";"2187.44";
"2017-06-09";"2193.97";
"2017-06-12";"2184.43";
"2017-06-13";"2194.32";
"2017-06-14";"2183.56";
"2017-06-15";"2192.01";
"2017-06-16";"2189.15";
"2017-06-19";"2210.53";
"2017-06-20";"2203.66";
"2017-06-21";"2197.02";
"2017-06-22";"2196.61";
"2017-06-23";"2192.30";
"2017-06-26";"2196.60";
"2017-06-27";"2170.13";
"2017-06-28";"2168.43";
"2017-06-29";"2145.58";
"2017-06-30";"2145.56";
"2017-07-03";"2157.74";
"2017-07-04";"2157.36";
"2017-07-05";"2163.76";
"2017-07-06";"2138.44";
"2017-07-07";"2144.12";
"2017-07-10";"2150.00";
"2017-07-11";"2144.68";
"2017-07-12";"2164.52";
"2017-07-13";"2174.28";
"2017-07-14";"2178.63";
"2017-07-17";"2175.99";
"2017-07-18";"2156.52";
"2017-07-19";"2178.78";
"2017-07-20";"2161.83";
"2017-07-21";"2153.29";
"2017-07-24";"2152.66";
"2017-07-25";"2154.09";
"2017-07-26";"2161.03";
"2017-07-27";"2158.35";
"2017-07-28";"2138.59";
"2017-07-31";"2132.37";
"2017-08-01";"2138.80";
"2017-08-02";"2131.07";
"2017-08-03";"2124.73";
"2017-08-04";"2147.67";
"2017-08-07";"2144.79";
"2017-08-08";"2151.45";
"2017-08-09";"2143.55";
"2017-08-10";"2120.45";
"2017-08-11";"2107.22";
"2017-08-14";"2125.09";
"2017-08-15";"2133.36";
"2017-08-16";"2142.89";
"2017-08-17";"2120.04";
"2017-08-18";"2111.95";
"2017-08-21";"2102.47";
"2017-08-22";"2125.83";
"2017-08-23";"2114.68";
"2017-08-24";"2115.63";
"2017-08-25";"2109.84";
"2017-08-28";"2097.29";
"2017-08-29";"2083.01";
"2017-08-30";"2105.97";
"2017-08-31";"2122.49";
"2017-09-01";"2131.15";
"2017-09-04";"2120.93";
"2017-09-05";"2111.63";
"2017-09-06";"2112.92";
"2017-09-07";"2107.94";
"2017-09-08";"2106.11";
"2017-09-11";"2130.59";
"2017-09-12";"2142.46";
"2017-09-13";"2146.92";
"2017-09-14";"2152.26";
"2017-09-15";"2140.76";
"2017-09-18";"2147.16";
"2017-09-19";"2147.58";
"2017-09-20";"2147.73";
"2017-09-21";"2152.18";
"2017-09-22";"2146.45";
"2017-09-25";"2156.73";
"2017-09-26";"2168.01";
"2017-09-27";"2179.30";
"2017-09-28";"2172.77";
"2017-09-29";"2175.87";
"2017-10-02";"2195.83";
"2017-10-03";"2200.56";
"2017-10-04";"2202.11";
"2017-10-05";"2216.32";
"2017-10-06";"2211.11";
"2017-10-09";"2208.43";
"2017-10-10";"2204.90";
"2017-10-11";"2203.71";
"2017-10-12";"2203.99";
"2017-10-13";"2211.60";
"2017-10-16";"2221.85";
"2017-10-17";"2226.56";
"2017-10-18";"2224.82";
"2017-10-19";"2210.90";
"2017-10-20";"2226.24";
"2017-10-23";"2228.54";
"2017-10-24";"2226.25";
"2017-10-25";"2209.94";
"2017-10-26";"2230.73";
"2017-10-27";"2263.08";
"2017-10-30";"2255.73";
"2017-10-31";"2254.05";
"2017-11-01";"2267.45";
"2017-11-02";"2258.50";
"2017-11-03";"2271.25";
"2017-11-06";"2279.25";
"2017-11-07";"2281.92";
"2017-11-08";"2284.20";
"2017-11-09";"2268.67";
"2017-11-10";"2258.21";
"2017-11-13";"2251.98";
"2017-11-14";"2230.34";
"2017-11-15";"2209.25";
"2017-11-16";"2232.48";
"2017-11-17";"2230.67";
"2017-11-20";"2239.38";
"2017-11-21";"2258.13";
"2017-11-22";"2250.92";
"2017-11-23";"2242.67";
"2017-11-24";"2231.35";
"2017-11-27";"2229.40";
"2017-11-28";"2249.76";
"2017-11-29";"2252.35";
"2017-11-30";"2245.12";
"2017-12-01";"2247.34";
"2017-12-04";"2253.20";
"2017-12-05";"2249.92";
"2017-12-06";"2248.43";
"2017-12-07";"2253.06";
"2017-12-08";"2272.46";
"2017-12-11";"2273.74";
"2017-12-12";"2287.26";
"2017-12-13";"2284.19";
"2017-12-14";"2275.36";
"2017-12-15";"2284.02";
"2017-12-18";"2295.79";
"2017-12-19";"2289.47";
"2017-12-20";"2275.02";
"2017-12-21";"2284.54";
"2017-12-22";"2290.05";
"2017-12-25";"2290.50";
"2017-12-26";"2283.79";
"2017-12-27";"2283.87";
"2017-12-28";"2281.53";
"2017-12-29";"2266.42";
"2018-01-01";"2266.27";
"2018-01-02";"2275.08";
"2018-01-03";"2289.53";
"2018-01-04";"2298.31";
"2018-01-05";"2320.53";
"2018-01-08";"2334.81";
"2018-01-09";"2347.48";
"2018-01-10";"2336.77";
"2018-01-11";"2333.18";
"2018-01-12";"2329.25";
"2018-01-15";"2314.27";
"2018-01-16";"2319.19";
"2018-01-17";"2328.39";
"2018-01-18";"2326.97";
"2018-01-19";"2340.85";
"2018-01-22";"2349.77";
"2018-01-23";"2353.51";
"2018-01-24";"2340.12";
"2018-01-25";"2320.02";
"2018-01-26";"2347.73";
"2018-01-29";"2347.91";
"2018-01-30";"2315.00";
"2018-01-31";"2306.82";
"2018-02-01";"2303.81";
"2018-02-02";"2268.58";
"2018-02-05";"2205.17";
"2018-02-06";"2204.91";
"2018-02-07";"2216.16";
"2018-02-08";"2169.82";
"2018-02-09";"2171.36";
"2018-02-12";"2191.93";
"2018-02-13";"2184.35";
"2018-02-14";"2202.77";
"2018-02-15";"2217.38";
"2018-02-16";"2229.43";
"2018-02-19";"2237.57";
"2018-02-20";"2236.66";
"2018-02-21";"2236.79";
"2018-02-22";"2234.07";
"2018-02-23";"2263.58";
"2018-02-26";"2284.47";
"2018-02-27";"2274.69";
"2018-02-28";"2257.77";
"2018-03-01";"2234.68";
"2018-03-02";"2208.18";
"2018-03-05";"2218.72";
"2018-03-06";"2220.12";
"2018-03-07";"2216.71";
"2018-03-08";"2240.63";
"2018-03-09";"2266.73";
"2018-03-12";"2275.30";
"2018-03-13";"2253.12";
"2018-03-14";"2249.46";
"2018-03-15";"2254.96";
"2018-03-16";"2262.35";
"2018-03-19";"2229.59";
"2018-03-20";"2241.61";
"2018-03-21";"2241.09";
"2018-03-22";"2199.05";
"2018-03-23";"2150.95";
"2018-03-26";"2167.98";
"2018-03-27";"2166.29";
"2018-03-28";"2163.39";
"2018-03-29";"2190.46";
"2018-03-30";"2192.17";
"2018-04-02";"2164.50";
"2018-04-03";"2180.55";
"2018-04-04";"2184.06";
"2018-04-05";"2217.59";
"2018-04-06";"2185.95";
"2018-04-09";"2185.21";
"2018-04-10";"2206.89";
"2018-04-11";"2193.98";
"2018-04-12";"2214.00";
"2018-04-13";"2209.98";
"2018-04-16";"2211.42";
"2018-04-17";"2230.53";
"2018-04-18";"2234.35";
"2018-04-19";"2231.80";
"2018-04-20";"2229.38";
"2018-04-23";"2235.41";
"2018-04-24";"2221.57";
"2018-04-25";"2221.89";
"2018-04-26";"2248.42";
"2018-04-27";"2257.06";
"2018-04-30";"2253.71";
"2018-05-01";"2267.77";
"2018-05-02";"2264.59";
"2018-05-03";"2257.52";
"2018-05-04";"2278.12";
"2018-05-07";"2288.92";
"2018-05-08";"2299.28";
"2018-05-09";"2313.88";
"2018-05-10";"2325.97";
"2018-05-11";"2324.44";
"2018-05-14";"2324.64";
"2018-05-15";"2325.83";
"2018-05-16";"2344.59";
"2018-05-17";"2344.37";
"2018-05-18";"2343.50";
"2018-05-21";"2356.78";
"2018-05-22";"2352.18";
"2018-05-23";"2357.74";
"2018-05-24";"2349.48";
"2018-05-25";"2357.13";
"2018-05-28";"2360.68";
"2018-05-29";"2345.90";
"2018-05-30";"2349.75";
"2018-05-31";"2332.81";
"2018-06-01";"2352.56";
"2018-06-04";"2362.42";
"2018-06-05";"2364.63";
"2018-06-06";"2360.36";
"2018-06-07";"2353.43";
"2018-06-08";"2361.58";
"2018-06-11";"2361.04";
"2018-06-12";"2366.13";
"2018-06-13";"2363.07";
"2018-06-14";"2387.04";
"2018-06-15";"2382.97";
"2018-06-18";"2373.27";
"2018-06-19";"2364.23";
"2018-06-20";"2369.70";
"2018-06-21";"2349.54";
"2018-06-22";"2354.15";
"2018-06-25";"2312.93";
"2018-06-26";"2318.98";
"2018-06-27";"2318.14";
"2018-06-28";"2323.21";
"2018-06-29";"2319.45";
"2018-07-02";"2322.72";
"2018-07-03";"2314.08";
"2018-07-04";"2315.10";
"2018-07-05";"2316.97";
"2018-07-06";"2324.23";
"2018-07-09";"2345.12";
"2018-07-10";"2357.78";
"2018-07-11";"2336.85";
"2018-07-12";"2358.38";
"2018-07-13";"2367.34";
"2018-07-16";"2356.23";
"2018-07-17";"2366.64";
"2018-07-18";"2378.89";
"2018-07-19";"2376.13";
"2018-07-20";"2363.69";
"2018-07-23";"2364.49";
"2018-07-24";"2378.74";
"2018-07-25";"2397.01";
"2018-07-26";"2401.34";
"2018-07-27";"2398.86";
"2018-07-30";"2379.25";
"2018-07-31";"2384.97";
"2018-08-01";"2387.32";
"2018-08-02";"2392.97";
"2018-08-03";"2407.10";
"2018-08-06";"2415.38";
"2018-08-07";"2420.30";
"2018-08-08";"2417.64";
"2018-08-09";"2422.32";
"2018-08-10";"2423.54";
"2018-08-13";"2409.35";
"2018-08-14";"2429.26";
"2018-08-15";"2416.19";
"2018-08-16";"2414.51";
"2018-08-17";"2418.33";
"2018-08-20";"2423.11";
"2018-08-21";"2414.14";
"2018-08-22";"2403.66";
"2018-08-23";"2401.80";
"2018-08-24";"2403.71";
"2018-08-27";"2417.39";
"2018-08-28";"2411.67";
"2018-08-29";"2423.83";
"2018-08-30";"2419.61";
"2018-08-31";"2417.94";
"2018-09-03";"2415.22";
"2018-09-04";"2417.95";
"2018-09-05";"2389.61";
"2018-09-06";"2379.84";
"2018-09-07";"2384.42";
"2018-09-10";"2382.86";
"2018-09-11";"2389.76";
"2018-09-12";"2386.75";
"2018-09-13";"2389.93";
"2018-09-14";"2398.62";
"2018-09-17";"2386.00";
"2018-09-18";"2396.62";
"2018-09-19";"2410.86";
"2018-09-20";"2412.68";
"2018-09-21";"2419.19";
"2018-09-24";"2404.36";
"2018-09-25";"2406.69";
"2018-09-26";"2411.88";
"2018-09-27";"2427.00";
"2018-09-28";"2434.40";
"2018-10-01";"2444.63";
"2018-10-02";"2443.40";
"2018-10-03";"2447.15";
"2018-10-04";"2427.36";
"2018-10-05";"2413.32";
"2018-10-08";"2412.60";
"2018-10-09";"2407.98";
"2018-10-10";"2345.15";
"2018-10-11";"2287.02";
"2018-10-12";"2310.65";
"2018-10-15";"2295.50";
"2018-10-16";"2335.19";
"2018-10-17";"2344.37";
"2018-10-18";"2324.95";
"2018-10-19";"2321.57";
"2018-10-22";"2320.23";
"2018-10-23";"2296.67";
"2018-10-24";"2263.38";
"2018-10-25";"2281.29";
"2018-10-26";"2256.57";
"2018-10-29";"2246.41";
"2018-10-30";"2273.28";
"2018-10-31";"2309.70";
"2018-11-01";"2318.11";
"2018-11-02";"2325.72";
"2018-11-05";"2324.55";
"2018-11-06";"2331.20";
"2018-11-07";"2355.08";
"2018-11-08";"2363.18";
"2018-11-09";"2355.31";
"2018-11-12";"2339.52";
"2018-11-13";"2330.63";
"2018-11-14";"2314.39";
"2018-11-15";"2326.30";
"2018-11-16";"2318.22";
"2018-11-19";"2285.86";
"2018-11-20";"2257.68";
"2018-11-21";"2268.94";
"2018-11-22";"2266.32";
"2018-11-23";"2268.52";
"2018-11-26";"2295.23";
"2018-11-27";"2307.45";
"2018-11-28";"2342.95";
"2018-11-29";"2328.26";
"2018-11-30";"2346.68";
"2018-12-03";"2372.56";
"2018-12-04";"2321.37";
"2018-12-05";"2311.67";
"2018-12-06";"2279.08";
"2018-12-07";"2253.52";
"2018-12-10";"2237.85";
"2018-12-11";"2250.18";
"2018-12-12";"2267.72";
"2018-12-13";"2272.02";
"2018-12-14";"2246.45";
"2018-12-17";"2210.07";
"2018-12-18";"2197.31";
"2018-12-19";"2172.99";
"2018-12-20";"2141.84";
"2018-12-21";"2113.84";
"2018-12-24";"2080.87";
"2018-12-25";"2071.62";
"2018-12-26";"2127.63";
"2018-12-27";"2142.19";
"2018-12-28";"2148.05";
"2018-12-31";"2162.76";
"2019-01-01";"2162.87";
"2019-01-02";"2171.76";
"2019-01-03";"2135.67";
"2019-01-04";"2187.12";
"2019-01-07";"2196.81";
"2019-01-08";"2215.85";
"2019-01-09";"2223.17";
"2019-01-10";"2228.95";
"2019-01-11";"2237.54";
"2019-01-14";"2228.43";
"2019-01-15";"2253.96";
"2019-01-16";"2265.50";
"2019-01-17";"2277.40";
"2019-01-18";"2307.89";
"2019-01-21";"2308.27";
"2019-01-22";"2286.02";
"2019-01-23";"2283.05";
"2019-01-24";"2293.49";
"2019-01-25";"2306.71";
"2019-01-28";"2285.09";
"2019-01-29";"2290.47";
"2019-01-30";"2311.29";
"2019-01-31";"2323.31";
"2019-02-01";"2325.75";
"2019-02-04";"2341.38";
"2019-02-05";"2359.65";
"2019-02-06";"2361.16";
