// http://lt.morningstar.com/api/rest.svc/timeseries_price/hvqzxf7smz?id=F000010CAO&idtype=MSID&startDate=2000-01-01&Currencyid=EUR&outputtype=csv
"date";"price";
"2019-02-07";"2343.41";
"2019-02-08";"2341.03";
"2019-02-11";"2352.82";
"2019-02-12";"2373.73";
"2019-02-13";"2384.34";
"2019-02-14";"2381.79";
"2019-02-15";"2400.97";
"2019-02-18";"2399.88";
"2019-02-19";"2397.51";
"2019-02-20";"2405.92";
"2019-02-21";"2400.96";
"2019-02-22";"2413.85";
"2019-02-25";"2419.77";
"2019-02-26";"2416.85";
"2019-02-27";"2411.44";
"2019-02-28";"2401.90";
"2019-03-01";"2412.63";
"2019-03-04";"2421.66";
"2019-03-05";"2422.57";
"2019-03-06";"2411.56";
"2019-03-07";"2409.92";
"2019-03-08";"2394.89";
"2019-03-11";"2424.06";
"2019-03-12";"2424.96";
"2019-03-13";"2429.69";
"2019-03-14";"2431.42";
"2019-03-15";"2442.31";
"2019-03-18";"2452.47";
"2019-03-19";"2453.76";
"2019-03-20";"2443.45";
"2019-03-21";"2458.04";
"2019-03-22";"2439.14";
"2019-03-25";"2419.02";
"2019-03-26";"2445.28";
"2019-03-27";"2442.94";
"2019-03-28";"2448.25";
"2019-03-29";"2466.34";
"2019-04-01";"2496.05";
"2019-04-02";"2503.16";
"2019-04-03";"2508.49";
"2019-04-04";"2511.49";
"2019-04-05";"2518.80";
"2019-04-08";"2514.07";
"2019-04-09";"2503.66";
"2019-04-10";"2514.20";
"2019-04-11";"2506.94";
"2019-04-12";"2510.12";
"2019-04-15";"2512.77";
"2019-04-16";"2518.76";
"2019-04-17";"2516.90";
"2019-04-18";"2528.10";
"2019-04-19";"2528.29";
"2019-04-22";"2526.11";
"2019-04-23";"2550.61";
"2019-04-24";"2544.44";
"2019-04-25";"2552.71";
"2019-04-26";"2557.71";
"2019-04-29";"2560.59";
"2019-04-30";"2553.61";
"2019-05-01";"2537.58";
"2019-05-02";"2541.32";
"2019-05-03";"2558.64";
"2019-05-06";"2540.64";
"2019-05-07";"2508.78";
"2019-05-08";"2500.15";
"2019-05-09";"2475.32";
"2019-05-10";"2481.02";
"2019-05-13";"2436.62";
"2019-05-14";"2455.33";
"2019-05-15";"2469.14";
"2019-05-16";"2491.08";
"2019-05-17";"2482.37";
"2019-05-20";"2469.15";
"2019-05-21";"2480.14";
"2019-05-22";"2480.09";
"2019-05-23";"2453.20";
"2019-05-24";"2450.38";
"2019-05-27";"2455.49";
"2019-05-28";"2447.28";
"2019-05-29";"2432.88";
"2019-05-30";"2441.10";
"2019-05-31";"2417.36";
"2019-06-03";"2406.85";
"2019-06-04";"2432.40";
"2019-06-05";"2445.02";
"2019-06-06";"2448.94";
"2019-06-07";"2461.54";
"2019-06-10";"2478.84";
"2019-06-11";"2486.33";
"2019-06-12";"2477.83";
"2019-06-13";"2490.26";
"2019-06-14";"2493.14";
"2019-06-17";"2491.31";
"2019-06-18";"2524.48";
"2019-06-19";"2533.02";
"2019-06-20";"2542.97";
"2019-06-21";"2530.83";
"2019-06-24";"2515.95";
"2019-06-25";"2501.22";
"2019-06-26";"2497.93";
"2019-06-27";"2510.48";
"2019-06-28";"2518.41";
"2019-07-01";"2549.42";
"2019-07-02";"2562.63";
"2019-07-03";"2580.07";
"2019-07-04";"2583.69";
"2019-07-05";"2585.87";
"2019-07-08";"2572.58";
"2019-07-09";"2572.42";
"2019-07-10";"2571.77";
"2019-07-11";"2577.64";
"2019-07-12";"2583.91";
"2019-07-15";"2585.36";
"2019-07-16";"2588.76";
"2019-07-17";"2576.48";
"2019-07-18";"2577.16";
"2019-07-19";"2574.71";
"2019-07-22";"2576.51";
"2019-07-23";"2606.02";
"2019-07-24";"2616.13";
"2019-07-25";"2601.25";
"2019-07-26";"2615.79";
"2019-07-29";"2610.35";
"2019-07-30";"2598.56";
"2019-07-31";"2581.73";
"2019-08-01";"2581.11";
"2019-08-02";"2540.98";
"2019-08-05";"2459.65";
"2019-08-06";"2470.91";
"2019-08-07";"2469.49";
"2019-08-08";"2510.68";
"2019-08-09";"2498.28";
"2019-08-12";"2475.18";
"2019-08-13";"2496.95";
"2019-08-14";"2455.63";
"2019-08-15";"2461.16";
"2019-08-16";"2490.53";
"2019-08-19";"2519.09";
"2019-08-20";"2508.72";
"2019-08-21";"2524.96";
"2019-08-22";"2522.04";
"2019-08-23";"2477.58";
"2019-08-26";"2483.54";
"2019-08-27";"2487.50";
"2019-08-28";"2500.81";
"2019-08-29";"2526.46";
"2019-08-30";"2549.52";
"2019-09-02";"2557.47";
"2019-09-03";"2545.74";
"2019-09-04";"2559.19";
"2019-09-05";"2585.96";
"2019-09-06";"2591.61";
"2019-09-09";"2590.08";
"2019-09-10";"2594.48";
"2019-09-11";"2623.74";
"2019-09-12";"2625.57";
"2019-09-13";"2619.41";
"2019-09-16";"2629.57";
"2019-09-17";"2620.99";
"2019-09-18";"2618.83";
"2019-09-19";"2622.25";
"2019-09-20";"2627.53";
"2019-09-23";"2625.77";
"2019-09-24";"2612.48";
"2019-09-25";"2622.14";
"2019-09-26";"2626.65";
"2019-09-27";"2616.41";
"2019-09-30";"2631.53";
"2019-10-01";"2604.63";
"2019-10-02";"2556.13";
"2019-10-03";"2558.09";
"2019-10-04";"2584.01";
"2019-10-07";"2577.73";
"2019-10-08";"2558.00";
"2019-10-09";"2566.53";
"2019-10-10";"2572.97";
"2019-10-11";"2603.00";
"2019-10-14";"2602.89";
"2019-10-15";"2623.43";
"2019-10-16";"2620.97";
"2019-10-17";"2613.59";
"2019-10-18";"2600.52";
"2019-10-21";"2614.98";
"2019-10-22";"2615.28";
"2019-10-23";"2622.49";
"2019-10-24";"2634.78";
"2019-10-25";"2645.11";
"2019-10-28";"2655.52";
"2019-10-29";"2651.78";
"2019-10-30";"2654.43";
"2019-10-31";"2643.22";
"2019-11-01";"2661.26";
"2019-11-04";"2679.05";
"2019-11-05";"2698.46";
"2019-11-06";"2700.32";
"2019-11-07";"2715.39";
"2019-11-08";"2720.89";
"2019-11-11";"2711.59";
"2019-11-12";"2721.93";
"2019-11-13";"2717.16";
"2019-11-14";"2715.99";
"2019-11-15";"2724.34";
"2019-11-18";"2721.40";
"2019-11-19";"2722.15";
"2019-11-20";"2713.56";
"2019-11-21";"2704.25";
"2019-11-22";"2719.83";
"2019-11-25";"2744.49";
"2019-11-26";"2746.52";
"2019-11-27";"2760.35";
"2019-11-28";"2757.10";
"2019-11-29";"2739.35";
"2019-12-02";"2712.29";
"2019-12-03";"2694.46";
"2019-12-04";"2706.40";
"2019-12-05";"2710.61";
"2019-12-06";"2742.08";
"2019-12-09";"2733.86";
"2019-12-10";"2725.44";
"2019-12-11";"2734.45";
"2019-12-12";"2745.70";
"2019-12-13";"2757.28";
"2019-12-16";"2775.71";
"2019-12-17";"2775.15";
"2019-12-18";"2780.35";
"2019-12-19";"2789.91";
"2019-12-20";"2807.83";
"2019-12-23";"2809.33";
"2019-12-24";"2809.25";
"2019-12-25";"2808.49";
"2019-12-26";"2816.52";
"2019-12-27";"2808.16";
"2019-12-30";"2785.92";
"2019-12-31";"2784.81";
"2020-01-01";"2784.80";
"2020-01-02";"2812.76";
"2020-01-03";"2807.26";
"2020-01-06";"2798.66";
"2020-01-07";"2809.99";
"2020-01-08";"2818.45";
"2020-01-09";"2841.93";
"2020-01-10";"2838.35";
"2020-01-13";"2846.79";
"2020-01-14";"2850.44";
"2020-01-15";"2844.82";
"2020-01-16";"2862.71";
"2020-01-17";"2886.60";
"2020-01-20";"2888.87";
"2020-01-21";"2873.31";
"2020-01-22";"2882.23";
"2020-01-23";"2882.58";
"2020-01-24";"2876.08";
"2020-01-27";"2832.68";
"2020-01-28";"2852.06";
"2020-01-29";"2852.50";
"2020-01-30";"2833.71";
"2020-01-31";"2788.53";
"2020-02-03";"2804.28";
"2020-02-04";"2849.90";
"2020-02-05";"2883.51";
"2020-02-06";"2906.46";
"2020-02-07";"2894.58";
"2020-02-10";"2912.16";
"2020-02-11";"2927.18";
"2020-02-12";"2949.95";
"2020-02-13";"2956.97";
"2020-02-14";"2959.28";
"2020-02-17";"2962.57";
"2020-02-18";"2951.02";
"2020-02-19";"2972.61";
"2020-02-20";"2954.79";
"2020-02-21";"2919.98";
"2020-02-24";"2832.93";
"2020-02-25";"2765.57";
"2020-02-26";"2749.52";
"2020-02-27";"2630.32";
"2020-02-28";"2584.41";
"2020-03-02";"2627.18";
"2020-03-03";"2586.37";
"2020-03-04";"2663.43";
"2020-03-05";"2601.23";
"2020-03-06";"2520.73";
"2020-03-09";"2321.63";
"2020-03-10";"2398.56";
"2020-03-11";"2325.66";
"2020-03-12";"2141.18";
"2020-03-13";"2254.43";
"2020-03-16";"2037.84";
"2020-03-17";"2139.76";
"2020-03-18";"2057.59";
"2020-03-19";"2088.95";
"2020-03-20";"2057.16";
"2020-03-23";"1976.63";
"2020-03-24";"2135.03";
"2020-03-25";"2187.06";
"2020-03-26";"2248.01";
"2020-03-27";"2189.14";
"2020-03-30";"2238.49";
"2020-03-31";"2236.92";
"2020-04-01";"2163.88";
"2020-04-02";"2202.08";
"2020-04-03";"2184.85";
"2020-04-06";"2307.38";
"2020-04-07";"2309.81";
"2020-04-08";"2360.73";
"2020-04-09";"2381.66";
"2020-04-10";"2383.59";
"2020-04-13";"2374.04";
"2020-04-14";"2416.49";
"2020-04-15";"2378.59";
"2020-04-16";"2393.70";
"2020-04-17";"2447.15";
"2020-04-20";"2423.20";
"2020-04-21";"2354.92";
"2020-04-22";"2403.71";
"2020-04-23";"2411.89";
"2020-04-24";"2425.14";
"2020-04-27";"2461.80";
"2020-04-28";"2467.53";
"2020-04-29";"2518.71";
"2020-04-30";"2479.15";
"2020-05-01";"2413.43";
"2020-05-04";"2416.45";
"2020-05-05";"2457.62";
"2020-05-06";"2456.89";
"2020-05-07";"2481.08";
"2020-05-08";"2502.93";
"2020-05-11";"2513.95";
"2020-05-12";"2472.84";
"2020-05-13";"2443.30";
"2020-05-14";"2447.29";
"2020-05-15";"2455.67";
"2020-05-18";"2515.77";
"2020-05-19";"2491.85";
"2020-05-20";"2516.62";
"2020-05-21";"2509.33";
"2020-05-22";"2511.30";
"2020-05-25";"2524.17";
"2020-05-26";"2543.49";
"2020-05-27";"2570.44";
"2020-05-28";"2563.98";
"2020-05-29";"2549.44";
"2020-06-01";"2569.90";
"2020-06-02";"2589.38";
"2020-06-03";"2625.60";
"2020-06-04";"2594.50";
"2020-06-05";"2657.10";
"2020-06-08";"2684.92";
"2020-06-09";"2659.07";
"2020-06-10";"2650.98";
"2020-06-11";"2521.62";
"2020-06-12";"2560.22";
"2020-06-15";"2552.95";
"2020-06-16";"2619.61";
"2020-06-17";"2622.67";
"2020-06-18";"2620.76";
"2020-06-19";"2623.77";
"2020-06-22";"2616.59";
"2020-06-23";"2620.52";
"2020-06-24";"2575.56";
"2020-06-25";"2600.83";
"2020-06-26";"2565.18";
"2020-06-29";"2573.12";
"2020-06-30";"2602.41";
"2020-07-01";"2606.74";
"2020-07-02";"2639.47";
"2020-07-03";"2638.66";
"2020-07-06";"2667.87";
"2020-07-07";"2652.00";
"2020-07-08";"2654.57";
"2020-07-09";"2654.75";
"2020-07-10";"2664.36";
"2020-07-13";"2650.23";
"2020-07-14";"2655.41";
"2020-07-15";"2682.56";
"2020-07-16";"2663.11";
"2020-07-17";"2672.95";
"2020-07-20";"2689.51";
"2020-07-21";"2695.26";
"2020-07-22";"2674.35";
"2020-07-23";"2655.07";
"2020-07-24";"2626.68";
"2020-07-27";"2615.25";
"2020-07-28";"2618.48";
"2020-07-29";"2627.92";
"2020-07-30";"2606.20";
"2020-07-31";"2598.16";
"2020-08-03";"2635.20";
"2020-08-04";"2648.43";
"2020-08-05";"2642.87";
"2020-08-06";"2657.02";
"2020-08-07";"2662.00";
"2020-08-10";"2671.57";
"2020-08-11";"2673.40";
"2020-08-12";"2696.57";
"2020-08-13";"2689.11";
"2020-08-14";"2684.44";
"2020-08-17";"2686.02";
"2020-08-18";"2681.51";
"2020-08-19";"2680.56";
"2020-08-20";"2682.63";
"2020-08-21";"2701.97";
"2020-08-24";"2724.29";
"2020-08-25";"2729.28";
"2020-08-26";"2754.88";
"2020-08-27";"2758.84";
"2020-08-28";"2748.86";
"2020-08-31";"2727.70";
"2020-09-01";"2740.87";
"2020-09-02";"2796.82";
"2020-09-03";"2730.95";
"2020-09-04";"2711.38";
"2020-09-07";"2711.17";
"2020-09-08";"2666.70";
"2020-09-09";"2699.31";
"2020-09-10";"2661.15";
"2020-09-11";"2672.54";
"2020-09-14";"2694.47";
"2020-09-15";"2712.21";
"2020-09-16";"2715.33";
"2020-09-17";"2697.36";
"2020-09-18";"2671.42";
"2020-09-21";"2652.44";
"2020-09-22";"2672.07";
"2020-09-23";"2641.16";
"2020-09-24";"2636.31";
"2020-09-25";"2667.40";
"2020-09-28";"2704.87";
"2020-09-29";"2679.23";
"2020-09-30";"2690.77";
"2020-10-01";"2702.26";
"2020-10-02";"2689.59";
"2020-10-05";"2715.77";
"2020-10-06";"2698.53";
"2020-10-07";"2733.27";
"2020-10-08";"2757.43";
"2020-10-09";"2762.84";
"2020-10-12";"2796.98";
"2020-10-13";"2798.91";
"2020-10-14";"2785.79";
"2020-10-15";"2776.22";
"2020-10-16";"2777.02";
"2020-10-19";"2742.59";
"2020-10-20";"2737.96";
"2020-10-21";"2725.30";
"2020-10-22";"2739.11";
"2020-10-23";"2746.71";
"2020-10-26";"2709.66";
"2020-10-27";"2697.36";
"2020-10-28";"2639.95";
"2020-10-29";"2671.00";
"2020-10-30";"2643.37";
"2020-11-02";"2679.02";
"2020-11-03";"2708.69";
"2020-11-04";"2761.24";
"2020-11-05";"2794.60";
"2020-11-06";"2787.51";
"2020-11-09";"2840.55";
"2020-11-10";"2845.01";
"2020-11-11";"2877.60";
"2020-11-12";"2847.67";
"2020-11-13";"2867.94";
"2020-11-16";"2900.71";
"2020-11-17";"2887.82";
"2020-11-18";"2875.78";
"2020-11-19";"2883.58";
"2020-11-20";"2876.39";
"2020-11-23";"2896.54";
"2020-11-24";"2925.85";
"2020-11-25";"2918.57";
"2020-11-26";"2922.72";
"2020-11-27";"2922.88";
"2020-11-30";"2893.29";
"2020-12-01";"2908.33";
"2020-12-02";"2904.49";
"2020-12-03";"2895.58";
"2020-12-04";"2921.90";
"2020-12-07";"2919.91";
"2020-12-08";"2929.65";
"2020-12-09";"2926.52";
"2020-12-10";"2913.86";
"2020-12-11";"2913.94";
"2020-12-14";"2905.61";
"2020-12-15";"2920.66";
"2020-12-16";"2926.92";
"2020-12-17";"2934.96";
"2020-12-18";"2927.33";
"2020-12-21";"2907.76";
"2020-12-22";"2913.32";
"2020-12-23";"2920.91";
"2020-12-24";"2929.22";
"2020-12-25";"2929.97";
"2020-12-28";"2937.29";
"2020-12-29";"2941.46";
"2020-12-30";"2938.76";
"2020-12-31";"2959.19";
"2021-01-01";"2959.38";
"2021-01-04";"2936.18";
"2021-01-05";"2950.67";
"2021-01-06";"2965.54";
"2021-01-07";"3004.56";
"2021-01-08";"3032.86";
"2021-01-11";"3036.35";
"2021-01-12";"3039.93";
"2021-01-13";"3047.21";
"2021-01-14";"3055.04";
"2021-01-15";"3040.14";
"2021-01-18";"3043.36";
"2021-01-19";"3054.10";
"2021-01-20";"3093.84";
"2021-01-21";"3087.68";
"2021-01-22";"3067.59";
"2021-01-25";"3085.87";
"2021-01-26";"3067.16";
"2021-01-27";"3025.50";
"2021-01-28";"3025.65";
"2021-01-29";"2966.39";
"2021-02-01";"3026.27";
"2021-02-02";"3080.69";
"2021-02-03";"3094.27";
"2021-02-04";"3120.47";
"2021-02-05";"3125.88";
"2021-02-08";"3143.79";
"2021-02-09";"3135.88";
"2021-02-10";"3135.21";
"2021-02-11";"3142.17";
"2021-02-12";"3157.04";
"2021-02-15";"3167.20";
"2021-02-16";"3171.64";
"2021-02-17";"3183.92";
"2021-02-18";"3154.86";
"2021-02-19";"3145.14";
"2021-02-22";"3117.72";
"2021-02-23";"3113.22";
"2021-02-24";"3128.31";
"2021-02-25";"3067.80";
"2021-02-26";"3040.63";
"2021-03-01";"3124.18";
"2021-03-02";"3106.69";
"2021-03-03";"3086.64";
"2021-03-04";"3053.54";
"2021-03-05";"3106.05";
"2021-03-08";"3106.50";
"2021-03-09";"3139.22";
"2021-03-10";"3153.01";
"2021-03-11";"3174.49";
"2021-03-12";"3180.13";
"2021-03-15";"3196.63";
"2021-03-16";"3207.92";
"2021-03-17";"3205.66";
"2021-03-18";"3181.19";
"2021-03-19";"3175.15";
"2021-03-22";"3180.85";
"2021-03-23";"3171.49";
"2021-03-24";"3156.09";
"2021-03-25";"3176.12";
"2021-03-26";"3214.85";
"2021-03-29";"3221.63";
"2021-03-30";"3230.60";
"2021-03-31";"3227.93";
"2021-04-01";"3260.52";
"2021-04-02";"3263.14";
"2021-04-05";"3284.49";
"2021-04-06";"3278.13";
"2021-04-07";"3264.84";
"2021-04-08";"3280.57";
"2021-04-09";"3292.90";
"2021-04-12";"3282.31";
"2021-04-13";"3288.07";
"2021-04-14";"3277.29";
"2021-04-15";"3305.26";
"2021-04-16";"3317.44";
"2021-04-19";"3298.18";
"2021-04-20";"3262.25";
"2021-04-21";"3279.24";
"2021-04-22";"3274.31";
"2021-04-23";"3291.47";
"2021-04-26";"3294.57";
"2021-04-27";"3291.12";
"2021-04-28";"3290.46";
"2021-04-29";"3296.47";
"2021-04-30";"3287.95";
"2021-05-03";"3285.44";
"2021-05-04";"3271.70";
"2021-05-05";"3288.50";
"2021-05-06";"3296.80";
"2021-05-07";"3304.02";
"2021-05-10";"3283.38";
"2021-05-11";"3243.63";
"2021-05-12";"3214.31";
"2021-05-13";"3224.38";
"2021-05-14";"3256.35";
"2021-05-17";"3250.53";
"2021-05-18";"3232.92";
"2021-05-19";"3214.60";
"2021-05-20";"3243.80";
"2021-05-21";"3253.51";
"2021-05-24";"3267.25";
"2021-05-25";"3265.44";
"2021-05-26";"3278.25";
"2021-05-27";"3284.11";
"2021-05-28";"3300.70";
"2021-05-31";"3289.76";
"2021-06-01";"3295.63";
"2021-06-02";"3309.48";
"2021-06-03";"3315.18";
"2021-06-04";"3330.56";
"2021-06-07";"3327.43";
"2021-06-08";"3327.20";
"2021-06-09";"3321.01";
"2021-06-10";"3336.33";
"2021-06-11";"3358.90";
"2021-06-14";"3362.04";
"2021-06-15";"3358.26";
"2021-06-16";"3349.16";
"2021-06-17";"3382.90";
"2021-06-18";"3364.78";
"2021-06-21";"3372.49";
"2021-06-22";"3393.94";
"2021-06-23";"3380.70";
"2021-06-24";"3403.94";
"2021-06-25";"3412.91";
"2021-06-28";"3420.05";
"2021-06-29";"3424.06";
"2021-06-30";"3429.96";
"2021-07-01";"3436.52";
"2021-07-02";"3457.77";
"2021-07-05";"3455.80";
"2021-07-06";"3455.85";
"2021-07-07";"3469.59";
"2021-07-08";"3418.93";
"2021-07-09";"3446.53";
"2021-07-12";"3463.88";
"2021-07-13";"3471.89";
"2021-07-14";"3473.16";
"2021-07-15";"3461.48";
"2021-07-16";"3443.41";
"2021-07-19";"3387.31";
"2021-07-20";"3426.71";
"2021-07-21";"3449.97";
"2021-07-22";"3464.07";
"2021-07-23";"3494.87";
"2021-07-26";"3479.79";
"2021-07-27";"3454.43";
"2021-07-28";"3465.93";
"2021-07-29";"3471.46";
"2021-07-30";"3452.44";
"2021-08-02";"3459.17";
"2021-08-03";"3480.96";
"2021-08-04";"3480.78";
"2021-08-05";"3498.25";
"2021-08-06";"3516.16";
"2021-08-09";"3519.54";
"2021-08-10";"3532.68";
"2021-08-11";"3537.36";
"2021-08-12";"3544.95";
"2021-08-13";"3532.40";
"2021-08-16";"3527.79";
"2021-08-17";"3521.90";
"2021-08-18";"3503.91";
"2021-08-19";"3488.38";
"2021-08-20";"3501.48";
"2021-08-23";"3521.28";
"2021-08-24";"3535.16";
"2021-08-25";"3543.63";
"2021-08-26";"3524.62";
"2021-08-27";"3540.61";
"2021-08-30";"3553.60";
"2021-08-31";"3554.07";
"2021-09-01";"3550.75";
"2021-09-02";"3557.48";
"2021-09-03";"3557.25";
"2021-09-06";"3572.10";
"2021-09-07";"3566.21";
"2021-09-08";"3561.51";
"2021-09-09";"3544.25";
"2021-09-10";"3529.49";
"2021-09-13";"3539.29";
"2021-09-14";"3525.19";
"2021-09-15";"3534.45";
"2021-09-16";"3542.24";
"2021-09-17";"3524.94";
"2021-09-20";"3472.05";
"2021-09-21";"3476.45";
"2021-09-22";"3498.01";
"2021-09-23";"3528.92";
"2021-09-24";"3535.30";
"2021-09-27";"3532.46";
"2021-09-28";"3476.71";
"2021-09-29";"3488.39";
"2021-09-30";"3474.14";
"2021-10-01";"3486.18";
"2021-10-04";"3445.97";
"2021-10-05";"3477.93";
"2021-10-06";"3489.46";
"2021-10-07";"3523.40";
"2021-10-08";"3518.49";
"2021-10-11";"3510.18";
"2021-10-12";"3505.42";
"2021-10-13";"3513.21";
"2021-10-14";"3557.29";
"2021-10-15";"3583.44";
"2021-10-18";"3588.17";
"2021-10-19";"3600.16";
"2021-10-20";"3613.48";
"2021-10-21";"3615.32";
"2021-10-22";"3614.16";
"2021-10-25";"3634.33";
"2021-10-26";"3648.49";
"2021-10-27";"3627.58";
"2021-10-28";"3626.79";
"2021-10-29";"3651.33";
"2021-11-01";"3661.25";
"2021-11-02";"3669.99";
"2021-11-03";"3684.82";
"2021-11-04";"3713.03";
"2021-11-05";"3716.84";
"2021-11-08";"3712.58";
"2021-11-09";"3704.88";
"2021-11-10";"3700.67";
"2021-11-11";"3717.79";
"2021-11-12";"3750.96";
"2021-11-15";"3762.80";
"2021-11-16";"3792.14";
"2021-11-17";"3794.15";
"2021-11-18";"3781.48";
"2021-11-19";"3783.20";
"2021-11-22";"3786.53";
"2021-11-23";"3773.85";
"2021-11-24";"3796.20";
"2021-11-25";"3797.23";
"2021-11-26";"3677.21";
"2021-11-29";"3714.86";
"2021-11-30";"3660.12";
"2021-12-01";"3628.44";
"2021-12-02";"3661.77";
"2021-12-03";"3646.94";
"2021-12-06";"3678.84";
"2021-12-07";"3762.61";
"2021-12-08";"3748.20";
"2021-12-09";"3743.52";
"2021-12-10";"3750.61";
"2021-12-13";"3730.78";
"2021-12-14";"3704.41";
"2021-12-15";"3746.81";
"2021-12-16";"3726.10";
"2021-12-17";"3704.09";
"2021-12-20";"3649.31";
"2021-12-21";"3716.94";
"2021-12-22";"3731.98";
"2021-12-23";"3764.07";
"2021-12-24";"3758.51";
"2021-12-27";"3794.15";
"2021-12-28";"3805.58";
"2021-12-29";"3790.24";
"2021-12-30";"3790.57";
"2021-12-31";"3775.03";
"2022-01-03";"3812.12";
"2022-01-04";"3815.16";
"2022-01-05";"3756.69";
"2022-01-06";"3748.82";
"2022-01-07";"3728.58";
"2022-01-10";"3728.30";
"2022-01-11";"3752.43";
"2022-01-12";"3756.50";
"2022-01-13";"3710.57";
"2022-01-14";"3707.11";
"2022-01-17";"3719.02";
"2022-01-18";"3680.69";
"2022-01-19";"3652.64";
"2022-01-20";"3640.97";
"2022-01-21";"3578.48";
"2022-01-24";"3561.60";
"2022-01-25";"3537.53";
"2022-01-26";"3540.54";
"2022-01-27";"3550.28";
"2022-01-28";"3596.67";
"2022-01-31";"3643.41";
"2022-02-01";"3661.65";
"2022-02-02";"3675.03";
"2022-02-03";"3572.58";
"2022-02-04";"3577.64";
"2022-02-07";"3574.78";
"2022-02-08";"3601.16";
"2022-02-09";"3655.06";
"2022-02-10";"3609.19";
"2022-02-11";"3576.27";
"2022-02-14";"3570.13";
"2022-02-15";"3601.72";
"2022-02-16";"3612.33";
"2022-02-17";"3558.47";
"2022-02-18";"3537.34";
"2022-02-21";"3526.48";
"2022-02-22";"3495.58";
"2022-02-23";"3457.83";
"2022-02-24";"3500.18";
"2022-02-25";"3543.99";
"2022-02-28";"3546.30";
"2022-03-01";"3527.43";
"2022-03-02";"3583.37";
"2022-03-03";"3564.58";
"2022-03-04";"3550.71";
"2022-03-07";"3467.85";
"2022-03-08";"3439.77";
"2022-03-09";"3480.51";
"2022-03-10";"3485.49";
"2022-03-11";"3463.34";
"2022-03-14";"3435.73";
"2022-03-15";"3469.75";
"2022-03-16";"3558.13";
"2022-03-17";"3584.30";
"2022-03-18";"3628.19";
"2022-03-21";"3624.68";
"2022-03-22";"3671.23";
"2022-03-23";"3652.31";
"2022-03-24";"3679.58";
"2022-03-25";"3691.87";
"2022-03-28";"3709.85";
"2022-03-29";"3721.94";
"2022-03-30";"3693.52";
"2022-03-31";"3658.39";
"2022-04-01";"3693.08";
"2022-04-04";"3737.61";
"2022-04-05";"3722.38";
"2022-04-06";"3683.33";
"2022-04-07";"3682.34";
"2022-04-08";"3694.62";
"2022-04-11";"3638.36";
"2022-04-12";"3632.21";
"2022-04-13";"3671.43";
"2022-04-14";"3669.49";
"2022-04-15";"3666.95";
"2022-04-18";"3652.85";
"2022-04-19";"3684.25";
"2022-04-20";"3669.61";
"2022-04-21";"3637.34";
"2022-04-22";"3571.60";
"2022-04-25";"3577.14";
"2022-04-26";"3525.47";
"2022-04-27";"3563.78";
"2022-04-28";"3628.11";
"2022-04-29";"3553.32";
"2022-05-02";"3561.33";
"2022-05-03";"3570.06";
"2022-05-04";"3624.29";
"2022-05-05";"3540.50";
"2022-05-06";"3489.58";
"2022-05-09";"3400.41";
"2022-05-10";"3398.29";
"2022-05-11";"3372.03";
"2022-05-12";"3392.45";
"2022-05-13";"3474.29";
"2022-05-16";"3464.50";
"2022-05-17";"3489.27";
"2022-05-18";"3407.89";
"2022-05-19";"3361.60";
"2022-05-20";"3385.02";
"2022-05-23";"3402.11";
"2022-05-24";"3354.40";
"2022-05-25";"3391.15";
"2022-05-26";"3428.29";
"2022-05-27";"3503.08";
"2022-05-30";"3502.51";
"2022-05-31";"3502.51";
"2022-06-01";"3491.12";
"2022-06-02";"3520.59";
"2022-06-03";"3480.57";
"2022-06-06";"3496.57";
"2022-06-07";"3514.09";
"2022-06-08";"3486.00";
"2022-06-09";"3443.21";
"2022-06-10";"3387.36";
"2022-06-13";"3298.46";
"2022-06-14";"3280.80";
"2022-06-15";"3315.99";
"2022-06-16";"3211.58";
"2022-06-17";"3215.78";
"2022-06-20";"3200.54";
"2022-06-21";"3251.77";
"2022-06-22";"3226.32";
"2022-06-23";"3260.72";
"2022-06-24";"3340.20";
"2022-06-27";"3334.81";
"2022-06-28";"3319.25";
"2022-06-29";"3313.79";
"2022-06-30";"3284.77";
"2022-07-01";"3316.93";
"2022-07-04";"3316.70";
"2022-07-05";"3358.18";
"2022-07-06";"3378.49";
"2022-07-07";"3439.02";
"2022-07-08";"3442.21";
"2022-07-11";"3430.18";
"2022-07-12";"3414.75";
"2022-07-13";"3384.22";
"2022-07-14";"3392.05";
"2022-07-15";"3418.66";
"2022-07-18";"3386.67";
"2022-07-19";"3439.16";
"2022-07-20";"3471.62";
"2022-07-21";"3502.68";
"2022-07-22";"3475.75";
"2022-07-25";"3479.32";
"2022-07-26";"3478.60";
"2022-07-27";"3541.53";
"2022-07-28";"3574.13";
"2022-07-29";"3600.85";
"2022-08-01";"3579.27";
"2022-08-02";"3575.87";
"2022-08-03";"3631.35";
"2022-08-04";"3613.87";
"2022-08-05";"3622.48";
"2022-08-08";"3612.19";
"2022-08-09";"3593.28";
"2022-08-10";"3614.12";
"2022-08-11";"3624.09";
"2022-08-12";"3699.08";
"2022-08-15";"3725.89";
"2022-08-16";"3733.48";
"2022-08-17";"3716.28";
"2022-08-18";"3730.65";
"2022-08-19";"3714.33";
"2022-08-22";"3677.26";
"2022-08-23";"3662.56";
"2022-08-24";"3665.35";
"2022-08-25";"3715.00";
"2022-08-26";"3616.73";
