=======================================
2026-03-04_11-25-23
=======================================
reading nasdaq-stock-nasdaq.json
OACC: empty description,
OACCU: empty description,
OACCW: empty description,
OAKU: empty description,
OAKUW: empty description,
OBA: empty description,
OBAWU: empty description,
OBAWW: empty description,
OIMAU: empty description,
ONCH: empty description,
ONCHU: empty description,
ONCHW: empty description,
ORIQ: empty description,
ORIQW: empty description,
OTGA: empty description,
OTGAU: empty description,
OTGAW: empty description,
OYSE: empty description,
OYSER: empty description,
PAACU: empty description,
PACH: empty description,
PACHU: empty description,
PALOU: empty description,
PCAP: empty description,
PCAPU: empty description,
PCAPW: empty description,
PCSC: empty description,
PELI: empty description,
PELIR: empty description,
PELIU: empty description,
PGAC: empty description,
PGACR: empty description,
PGACU: empty description,
PLMK: empty description,
PLMKU: empty description,
PLMKW: empty description,
PMTR: empty description,
PMTRU: empty description,
PMTRW: empty description,
POLE: empty description,
POLEW: empty description,
PTORU: empty description,
QETA: empty description,
QETAR: empty description,
QSEA: empty description,
QSEAR: empty description,
QUMS: empty description,
QUMSR: empty description,
RAAQ: empty description,
RAAQU: empty description,
RAAQW: empty description,
RANG: empty description,
RANGR: empty description,
RANGU: empty description,
RDAC: empty description,
RDACR: empty description,
RDAG: empty description,
RDAGU: empty description,
RDAGW: empty description,
RFAI: empty description,
RFAM: empty description,
RFAMR: empty description,
RFAMU: empty description,
RIBB: empty description,
RIBBR: empty description,
RIBBU: empty description,
RNGT: empty description,
RNGTW: empty description,
RTAC: empty description,
RTACU: empty description,
RTACW: empty description,
SAAQU: empty description,
SCII: empty description,
SCIIR: empty description,
SCIIU: empty description,
SCPQ: empty description,
SCPQU: empty description,
SCPQW: empty description,
SDHI: empty description,
SDHIU: empty description,
SIMAW: empty description,
SOCA: empty description,
SOCAU: empty description,
SORN: empty description,
SORNU: empty description,
SORNW: empty description,
SPEG: empty description,
SPEGR: empty description,
SPEGU: empty description,
SPKL: empty description,
SSAC: empty description,
SSACR: empty description,
SSACU: empty description,
SSACW: empty description,
SSEA: empty description,
SSEAR: empty description,
SSM: empty description,
SVAC: empty description,
SVACU: empty description,
SVACW: empty description,
SVAQ: empty description,
SVAQU: empty description,
SVAQW: empty description,
SVCC: empty description,
SVCCW: empty description,
SVIV: empty description,
SVIVU: empty description,
SVIVW: empty description,
SZZLR: empty description,
TACH: empty description,
TACHU: empty description,
TACHW: empty description,
TAVI: empty description,
TAVIR: empty description,
TBMC: empty description,
TBMCR: empty description,
TDAC: empty description,
TDACW: empty description,
TDWD: empty description,
TDWDR: empty description,
TLNC: empty description,
TLNCW: empty description,
TMTSU: empty description,
TMUSI: empty description,
TMUSL: empty description,
TMUSZ: empty description,
TRGSU: empty description,
TVA: empty description,
TVACW: empty description,
TVAI: empty description,
TVAIR: empty description,
TWLV: empty description,
TWLVU: empty description,
UYSC: empty description,
UYSCR: empty description,
UYSCU: empty description,
VACH: empty description,
VACHW: empty description,
VCIC: empty description,
VCICU: empty description,
VCICW: empty description,
VHCP: empty description,
VHCPU: empty description,
VHCPW: empty description,
VSECU: empty description,
WENN: empty description,
WENNU: empty description,
WENNW: empty description,
WLAC: empty description,
WLACU: empty description,
WLACW: empty description,
WLIIU: empty description,
WSBK: empty description,
WSTNU: empty description,
WTG: empty description,
WTGUR: empty description,
XCBEU: empty description,
XELLL: empty description,
XRPN: empty description,
XRPNU: empty description,
XRPNW: empty description,
XSLLU: empty description,
YHNAR: empty description,
ZKP: empty description,
ZKPU: empty description,
ZKPW: empty description,
finished: 2026-03-04_16-43-50
