=======================================
2026-03-04_11-25-23
=======================================
reading nasdaq-stock-nasdaq.json
retrieved 4073 symbols
DASH: empty company, description, region,
FIGR: empty region,
DLO: empty region,
PLBL: empty region,
ESTA: empty region,
NEO: empty company, description, region,
IGIC: empty region,
SATL: empty region,
BGIN: empty description,
AFRI: empty region,
SATLW: empty region,
NCI: empty company, description, region,
AFRIW: empty region,
FMFC: empty region,
AACB: empty description,
AACBR: empty description,
AACBU: empty description,
AACIU: empty description,
AACOU: empty description,
ACAAU: empty description,
ADAC: empty description,
ADACU: empty description,
AEAQ: empty description,
AEAQU: empty description,
AEAQW: empty description,
AFJK: empty description,
AFJKR: empty description,
AFJKU: empty description,
ALCY: empty description,
ALDFW: empty description,
ALF: empty description,
ALFUW: empty description,
ALIS: empty description,
ALISR: empty description,
ALISU: empty description,
ALOVU: empty description,
ALOY: empty description,
ANSC: empty description,
ANSCU: empty description,
ANSCW: empty description,
APAC: empty description,
APACU: empty description,
APAD: empty description,
APADR: empty description,
APADU: empty description,
APXTU: empty description,
APXTW: empty description,
ARCIU: empty description,
ARTC: empty description,
ARTCU: empty description,
ARTCW: empty description,
ASPC: empty description,
ASPCR: empty description,
ASPCU: empty description,
ATII: empty description,
ATIIW: empty description,
AXIN: empty description,
AXINR: empty description,
AXINU: empty description,
BACC: empty description,
BACCR: empty description,
BACCU: empty description,
BACQ: empty description,
BACQR: empty description,
BAYA: empty description,
BAYAR: empty description,
BBCQ: empty description,
BBCQU: empty description,
BBCQW: empty description,
BCAR: empty description,
BCARW: empty description,
BDCI: empty description,
BDCIU: empty description,
BDCIW: empty description,
BEAG: empty description,
BEAGR: empty description,
BEAGU: empty description,
BGMS: empty description,
BGMSP: empty description,
BIXI: empty description,
BIXIU: empty description,
BIXIW: empty description,
BKHA: empty description,
BKHAR: empty description,
BLRK: empty description,
BLRKU: empty description,
BLRKW: empty description,
BLZR: empty description,
BLZRU: empty description,
BNCWW: empty description,
BPACR: empty description,
BPACU: empty description,
BSAA: empty description,
CAEP: empty description,
CAPN: empty description,
CAPNR: empty description,
CAPNU: empty description,
CAQUU: empty description,
CCII: empty description,
CCIIU: empty description,
CCIIW: empty description,
CCIX: empty description,
CCIXW: empty description,
CCXI: empty description,
CCXIU: empty description,
CCXIW: empty description,
CEPF: empty description,
CEPO: empty description,
CEPS: empty description,
CEPT: empty description,
CEPV: empty description,
CGCT: empty description,
CGCTU: empty description,
CGCTW: empty description,
CHAC: empty description,
CHACR: empty description,
CHACU: empty description,
CHAR: empty description,
CHEC: empty description,
CHECU: empty description,
CHPG: empty description,
CHPGR: empty description,
CMII: empty description,
CMIIU: empty description,
CMIIW: empty description,
COLA: empty description,
COLAR: empty description,
COLAU: empty description,
CRAC: empty description,
CRACU: empty description,
CRACW: empty description,
CRAN: empty description,
CRANR: empty description,
CRANU: empty description,
CRAQ: empty description,
CRAQR: empty description,
CTAAU: empty description,
CUBWU: empty description,
DAAQ: empty description,
DAAQU: empty description,
DAAQW: empty description,
DBCA: empty description,
DBCAU: empty description,
DBCAW: empty description,
DMAA: empty description,
DMAAR: empty description,
DMAAU: empty description,
DMII: empty description,
DMIIR: empty description,
DMIIU: empty description,
DNMX: empty description,
DNMXU: empty description,
DNMXW: empty description,
DRDB: empty description,
DRDBW: empty description,
DSAC: empty description,
DSACU: empty description,
DSACW: empty description,
DTSQ: empty description,
DTSQR: empty description,
DTSQU: empty description,
DYOR: empty description,
DYORU: empty description,
DYORW: empty description,
EMAT: empty description,
EMPD: empty description,
ESHA: empty description,
ETHM: empty description,
ETHMW: empty description,
EURK: empty description,
EURKR: empty description,
EURKU: empty description,
EVOX: empty description,
EVOXU: empty description,
EVOXW: empty description,
FACT: empty description,
FACTU: empty description,
FACTW: empty description,
FERAR: empty description,
FGIIU: empty description,
FIGX: empty description,
FSHP: empty description,
FSHPR: empty description,
FSHPU: empty description,
FVAV: empty description,
FVN: empty description,
FVNNR: empty description,
GECCH: empty description,
GECCI: empty description,
GECCO: empty description,
GIG: empty description,
GIGGW: empty description,
GIW: empty description,
GIXXU: empty description,
GPAC: empty description,
GPACU: empty description,
GPAT: empty description,
GPATW: empty description,
GSHR: empty description,
GSHRU: empty description,
GSHRW: empty description,
GSRF: empty description,
GSRFR: empty description,
GTEN: empty description,
GTENW: empty description,
GTERA: empty description,
GTERR: empty description,
GTERW: empty description,
HACQU: empty description,
HAVA: empty description,
HAVAU: empty description,
HCICU: empty description,
HCMAU: empty description,
HLXC: empty description,
HSPT: empty description,
HSPTR: empty description,
HVII: empty description,
HVIIR: empty description,
HVIIU: empty description,
HVMC: empty description,
HVMCW: empty description,
IACOU: empty description,
IBAC: empty description,
IBACR: empty description,
IEAGU: empty description,
IGACR: empty description,
ILLUU: empty description,
IMSRW: empty description,
INAC: empty description,
INACR: empty description,
INACU: empty description,
IPCX: empty description,
IPCXR: empty description,
IPEX: empty description,
IPEXR: empty description,
IPEXU: empty description,
IPOD: empty description,
IPODW: empty description,
IRHO: empty description,
IRHOR: empty description,
ITHA: empty description,
ITHAU: empty description,
ITHAW: empty description,
KBON: empty description,
KBONU: empty description,
KBONW: empty description,
KCHV: empty description,
KCHVR: empty description,
KFII: empty description,
KFIIR: empty description,
KFIIU: empty description,
KOYN: empty description,
KOYNU: empty description,
KRAQU: empty description,
KTWOU: empty description,
KVAC: empty description,
KVACW: empty description,
LAFA: empty description,
LAFAR: empty description,
LAFAU: empty description,
LATA: empty description,
LATAU: empty description,
LATAW: empty description,
LCCC: empty description,
LCCCR: empty description,
LCCCU: empty description,
LFACU: empty description,
LIMNW: empty description,
LKSP: empty description,
LKSPR: empty description,
LKSPU: empty description,
LOKV: empty description,
LOKVU: empty description,
LOKVW: empty description,
LPAA: empty description,
LPAAW: empty description,
LPBB: empty description,
LPCV: empty description,
LPCVU: empty description,
LWACW: empty description,
MACI: empty description,
MACIU: empty description,
MACIW: empty description,
MBAV: empty description,
MBAVW: empty description,
MBVI: empty description,
MBVIW: empty description,
MCGA: empty description,
MCGAU: empty description,
MCGAW: empty description,
MESH: empty description,
MESHU: empty description,
METCI: empty description,
METCZ: empty description,
MEVO: empty description,
MEVOU: empty description,
MEVOW: empty description,
MLAAU: empty description,
MLACR: empty description,
MMTXU: empty description,
MMTXW: empty description,
MUZEU: empty description,
NBRGU: empty description,
NEWTO: empty description,
NEXM: empty description,
NHIC: empty description,
NHICW: empty description,
NMP: empty description,
NMPAR: empty description,
NMPAU: empty description,
NOEM: empty description,
NOEMR: empty description,
NOEMU: empty description,
NOEMW: empty description,
NPAC: empty description,
NPACU: empty description,
NPACW: empty description,
NTWOW: empty description,
